Название товара;Артикул;Идентификатор товара в магазине;Остаток;Цена продажи;Старая цена;Закупочная цена
"Блюдо овальное ""Садовые цветы"", 44.5х30 см";LCS032-SE-AL;57120154;;4950;;2772
"Ваза для фруктов на ножке ""Садовые цветы"", 30 см";LCS038/A-SE-AL;57120155;;4440;;2494
"Ваза для цветов ""Садовые цветы"", 30 см";LCS008/30-SE-AL;57120156;;3350;;1881
"Вешалка для полотенец ""Садовые цветы"", 35х15 см";LCS999-SE-AL;57120157;;2740;;1544
"Двухъярусная ваза для фруктов ""Садовые цветы"", 30х33 см";LCS030-SE-AL;57120158;;4450;;2475
"Деревянная хлебница с керамическими вставками ""Садовые цветы"", 20х30х40 см";LCS994-SE-AL;57120159;;5550;;3108
"Круглая менажница ""Садовые цветы"", 36 см";LCS092-SE-AL;57120161;;3300;;1853
"Кружка ""Садовые цветы"", 0.35 л";LCS934-SE-AL;57120162;6;900;;506
"Кувшин ""Садовые цветы"", 2 л";LCS054-SE-AL;57120163;;2740;;1544
"Лампа масляная декоративная ""Садовые цветы"", 46 см";LCS3900-SE-AL;57120164;;3950;;2217
"Ложка-подставка ""Садовые цветы"", 25 см";LCS091-SE-AL;57120165;;840;;475
"Масленка ""Садовые цветы"", 17х14.5 см";LCS874B-SE-AL;57120166;;1500;;839
"Набор для специй на деревянной подставке ""Садовые цветы""";LCS073L-SE-AL;57120168;;2740;;1544
"Набор из 2-х бутылок для масла  и уксуса на подставке ""Садовые цветы"", 0.275 л";LCS072L-SE-AL;57120169;;3500;;1960
"Набор из 2-х десертных тарелок ""Садовые цветы"", 20.5 см";LCS053/2/PF-SE-AL;57120170;2;1740;;997
"Набор тарелок: суповая + обеденная ""Садовые цветы"", 23.5 см";LCS053-SE-AL;57120171;;2040;;1140
"Настенные часы ""Садовые цветы"", 31.5х31.5 см";LCS995/OR32-SE-AL;57120172;;4050;;2277
"Поднос ""Садовые цветы"", 35х23 см";LCSV20/30N-SE-AL;57120174;;4150;;2316
"Подставка для бумажного полотенца ""Садовые цветы"", 36 см";LCS998-SE-AL;57120175;;2840;;1584
"Подставка под горячее из дерева с керамической вставкой ""Садовые цветы"", 19х19 см";LCS879-SE-AL;57120176;;1340;;752
"Салатник ""Садовые цветы"", 14 см";LCS935-SE-AL;57120177;;950;;554
"Салатник ""Садовые цветы"", большой, 20 см";LCS938/G-SE-AL;57120178;4;1300;;728
"Салфетница ""Садовые цветы"", 20.5х11 см";LCS996-SE-AL;57120179;;1800;;1009
"Сахарница ""Садовые цветы"", 0.25 л";LCS900-SE-AL;57120181;;1190;;673
"Чайник ""Садовые цветы"", 0.65 л";LCS958/TP-SE-AL;57120182;3;2390;;1346
"Чашка на маленьком подносе ""Садовые цветы"", 0.5 л";LCS933TP/N-SE-AL;57120183;;1550;;871
"Чашка с блюдцем ""Садовые цветы"", 0.5 л";LCS933/T/P-SE-AL;57120184;;1190;;673
"Банка для сыпучих продуктов с деревянной крышкой(большая) 2,8 л ""Сады Флоренции""";LCS011-BO-AL;16718460;0;3540;;1975
"Банка для сыпучих продуктов с деревянной крышкой(кофе) 0,5 л ""Сады Флоренции""";LCS010PLC-BO-AL;16718461;0;2150;;1221
"Банка для сыпучих продуктов с деревянной крышкой(мука) 1,2 л ""Сады Флоренции""";LCS010MLF-BO-AL;16718462;0;2490;;1398
"Банка для сыпучих продуктов с деревянной крышкой(сахар) 1,2 л ""Сады Флоренции""";LCS010MLS-BO-AL;16718463;0;2490;;1398
"Банка для сыпучих продуктов с деревянной крышкой(чай) 0,5 л""Сады Флоренции""";LCS010PLT-BO-AL;16718464;0;2150;;1221
"Банка для сыпучих продуктов(соль) ""Сады Флоренции""";LCS871L-BO-AL;16718465;0;2490;;1398
"Блюдо для запекания с ручками ""Сады Флоренции"", 33 см";LCS720P-BO-AL;37067580;;3540;;1975
"Блюдо круглое 37 см ""Сады Флоренции""";LCS039-BO-AL;16718466;;4400;;2464
"Блюдо овальное 36 см ""Сады Флоренции""";LCS1309/36-BO-AL;16718467;0;2450;;1376
"Ваза для фруктов на ножке 30 см ""Сады Флоренции""";LCS038-BO-AL;16718468;;5000;;2797
"Ваза для фруктов на ножке 30см h16 см ""Сады Флоренции""";LCS1308PA-BO-AL;16718469;0;4140;;2331
"Ваза для цветов 30 см ""Сады Флоренции""";LCS008/30-BO-AL;16718470;0;3740;;2109
"Вешалка для полотенец ""Сады Флоренции""";LCS999-BO-AL;16718471;;2740;;1544
"Двухярусная ваза для фруктов ""Сады Флоренции""";LCS030-BO-AL;16718472;;4950;;2775
"Деревянная хлебница с керамическими вставками 20х30х40 см ""Сады Флоренции""";LCS994-BO-AL;16718473;3;5850;;3263
"Керамическая ложка подставка ""Сады Флоренции""";LCS091-BO-AL;16718474;0;950;;532
"Керамическая подставка под кухонные инструменты ""Сады Флоренции""";LCS400MES-BO-AL;16718475;8;2150;;1221
"Круглая менажница 36 см ""Сады Флоренции""";LCS092-BO-AL;16718476;;4650;;2597
"Кружка 0,35 л ""Сады Флоренции""";LCS934N-BO-AL;16718478;11;1250;;710
"Кувшин 2,0 л ""Сады Флоренции""";LCS656-BO-AL;16718479;0;3100;;1731
"Лампа масляная декоративная (рабочая) ""Сады Флоренции"" 35 см";LCS3900-BO-AL;16718480;0;3940;;2220
"Масленка ""Сады Флоренции""";LCS874B-BO-AL;16718481;0;2100;;1176
"Набор для специй на деревянной подставке ""Сады Флоренции""";LCS873L-BO-AL;16718482;3;3100;;1731
"Набор из 2-х бутылок для масла и уксуса на подставке ""Сады Флоренции"", 0.275 л";LCS872L-BO-AL;37067581;;3950;;2197
"Набор из 2-х десертных тарелок 20,5 см ""Сады Флоренции""";LCS053PF-BO-AL;16718483;5;2490;;1398
"Набор тарелок:суповая(23,5см)+обеденная (25см)""Сады Флоренции""";LCS053-BO-AL;16718484;0;2840;;1598
"Настенные часы ""Сады Флоренции""";LCS995/OR32-BO-AL;16718486;2;4540;;2553
"Поднос 20х30 см ""Сады Флоренции""";LCSV20x30-BO-AL;16718487;;4650;;2597
"Подставка для бумажного полотенца ""Сады Флоренции""";LCS998-BO-AL;16718488;2;3150;;1776
"Подставка под горячее из дерева с керамической вставкой 19х19 см ""Сады Флоренции""";LCS879-BO-AL;16718489;0;1490;;843
"Салатник 14 см ""Сады Флоренции""";LCS935-BO-AL;16718492;4;1090;;621
"Салатник 20 см ""Сады Флоренции""";LCS938G-BO-AL;16718493;;1800;;1021
"Салфетница ""Сады Флоренции""";LCS996-BO-AL;16718494;;2000;;1132
"Сахарница 0,2 л ""Сады Флоренции""";LCS900-BO-AL;16718495;15;1340;;754
"Чайник 0,65 л ""Сады Флоренции""";LCS958TP-BO-AL;16718496;;2690;;1509
"Чашка 0,5 л на маленьком подносе ""Сады Флоренции""";LCS933TPN-BO-AL;16718498;;1550;;871
"Чашка 0,5 л с блюдцем ""Сады Флоренции""";LCS933TP-BO-AL;16718499;999;1340;;754
"Банка для сыпучих продуктов (соль) ""Старая Тоскана""";LCS871LN-OT-AL;34587170;;1550;;870
"Банка для сыпучих продуктов с деревянной крышкой (большая) 2,0 л ""Старая Тоскана""";LCS670GL-OT-AL;34587171;;2200;;1230
"Банка для сыпучих продуктов с деревянной крышкой (кофе) 0,5 л ""Старая Тоскана""";LCS670PLC-OT-AL;34587172;;990;;557
"Банка для сыпучих продуктов с деревянной крышкой (мука) 0,75 л ""Старая Тоскана""";LCS670MLF-OT-AL;34587173;;900;;510
"Банка для сыпучих продуктов с деревянной крышкой (сахар) 0,75 л ""Старая Тоскана""";LCS670MLS-OT-AL;34587174;;1550;;870
"Банка для сыпучих продуктов с деревянной крышкой (чай) 0,5 л ""Старая Тоскана""";LCS670PLT-OT-AL;34587175;;990;;557
"Блюдо овальное 36 см ""Старая Тоскана""";LCS1309/36-OT-AL;34587176;;1490;;857
"Ваза для фруктов на ножке 30 см h 16 см ""Старая Тоскана""";LCS1308PA-OT-AL;34587177;;1800;;1013
"Деревянная хлебница с керамическими вставками 20х30х40 см ""Старая Тоскана""";LCS994-OT-AL;34587178;;4540;;2540
"Керамическая подставка под кухонные инструменты  ""Старая Тоскана""";LCS676MES-OT-AL;34587179;;990;;557
"Кружка 0,35 л ""Старая Тоскана""";LCS934N-OT-AL;34587180;;550;;324
"Кувшин 2,0 л ""Старая Тоскана""";LCS654-OT-AL;34587181;;1400;;801
"Ложка-подставка 25 см ""Старая Тоскана""";LCS091-OT-AL;34587182;;550;;331
"Масленка 17х15 см ""Старая Тоскана""";LCS874B-OT-AL;34587183;;940;;537
"Набор для специй: солонка и перечница на подставке ""Старая Тоскана""";LCS873L-OT-AL;34587184;;1390;;790
"Набор из 2-х бутылок для масла и уксуса на подставке 0,275 л ""Старая Тоскана""";LCS872L-OT-AL;34587185;;1800;;1003
"Набор из 2-х десертных тарелок 20,5 см ""Старая Тоскана""";LCS353PF-OT-AL;34587186;4;900;;510
"Набор тарелок: суповая + обеденная 23,5 см + 25 см ""Старая Тоскана""";LCS353-OT-AL;34587187;;1750;;995
"Подставка для бумажного полотенца h 35,5 см ""Старая Тоскана""";LCS998-OT-AL;34587188;;2450;;1382
"Подставка под горячее из дерева с керамикой ""Старая Тоскана""";LCS879-OT-AL;34587189;;1140;;656
"Салатник 20 см ""Старая Тоскана""";LCS938-OT-AL;34587190;;500;;298
"Салатник малый 14 см ""Старая Тоскана""";LCS935-OT-AL;34587191;;600;;354
"Салфетница 21х5 см ""Старая Тоскана""";LCS996-OT-AL;34587192;;1140;;646
"Сахарница 0,25 л ""Старая Тоскана""";LCS900N-OT-AL;34587193;;740;;430
"Чайник ""Старая Тоскана"", 0.65 л";LCS958TP-OT-AL;37067583;;750;;441
"Чашка с блюдцем 0,5 л ""Старая Тоскана""";LCS933TP-OT-AL;34587194;;590;;344
"Банка для сыпучих продуктов (соль) ""Элеганс"", 0.75 л";LCS871LN-E-AL;52129010;;1740;;997
"Банка для сыпучих продуктов с деревянной крышкой (большая) ""Элеганс"", 2.8 л";LCS011-E-AL;52129011;;2490;;1409
"Банка для сыпучих продуктов с деревянной крышкой (кофе) ""Элеганс"", 0.5 л";LCS010PLC-E-AL;52129013;;1550;;871
"Банка для сыпучих продуктов с деревянной крышкой (мука) ""Элеганс"", 1.2 л";LCS010MLF-E-AL;52129014;;1740;;997
"Банка для сыпучих продуктов с деревянной крышкой (сахар) ""Элеганс"", 1.2 л";LCS010MLS-E-AL;52129015;;1740;;997
"Банка-подставка под кухонные инструменты ""Элеганс"", 14.5 см";LCS400MES-E-AL;52129016;;1550;;871
"Блюдо для запекания с ручками ""Элеганс"", 33х20.5 см";LCS720P-E-AL;52129017;2;3150;;1762
"Блюдо круглое ""Элеганс"", 37 см";LCS039-E-AL;52129018;;3150;;1758
"Блюдо овальное ""Элеганс"", 44.5х30 см";LCS032-E-AL;52129019;;3950;;2217
"Ваза для фруктов на ножке ""Элеганс"", 30 см";LCS038A-E-AL;52129020;;4440;;2494
"Ваза для цветов ""Элеганс"", 30 см";LCS008/30-E-AL;52129021;;3350;;1881
"Вешалка для полотенец ""Элеганс"", 35х15.5 см";LCS999-E-AL;52129022;;2190;;1235
"Двухъярусная ваза для фруктов ""Элеганс"", 30х33 см";LCS030-E-AL;52129023;;4450;;2475
"Деревянная хлебница с керамическими вставками ""Элеганс"", 20х30х40 см";LCS994-E-AL;52129024;;4150;;2328
"Круглая менажница ""Элеганс"", 36 см";LCS092-E-AL;52129026;;3300;;1853
"Кружка ""Элеганс"", 0.35 л";LCS934-E-AL;52129027;9;690;;405
"Кувшин ""Элеганс"", 2 л";LCS054-E-AL;52129028;;2190;;1235
"Лампа масляная декоративная ""Элеганс"", 46 см";LCS3900-E-AL;52129029;;3550;;1980
"Ложка-подставка ""Элеганс"", 25 см";LCS091-E-AL;52129030;;650;;380
"Масленка ""Элеганс"", 17х14.5 см";LCS874/B-E-AL;52129031;;1500;;839
"Набор для специй на деревянной подставке ""Элеганс"", 19.5 см";LCS073L-E-AL;52129032;;2190;;1235
"Набор из 2-х бутылок для масла и уксуса на подставке ""Элеганс"", 0.275 л";LCS072L-E-AL;52129033;;2800;;1568
"Набор из 2-х десертных тарелок ""Элеганс"", 20.5 см";LCS053/2/PF-E-AL;52129034;2;1390;;798
"Набор тарелок: суповая + обеденная ""Элеганс"", 23.5/25 см";LCS053/2-E-AL;52129035;6;2040;;1140
"Настенные часы ""Элеганс"", 31.5х31.5 см";LCS995/OR32-E-AL;52129036;2;2590;;1457
"Поднос ""Элеганс"", 35х23 см";LCSV20/30N-E-AL;52129037;;3300;;1853
"Подставка для бумажного полотенца ""Элеганс"", 35 см";LCS998-E-AL;52129038;;2250;;1267
"Подставка под горячее из дерева с керамической вставкой ""Элеганс"", 19х19 см";LCS879-E-AL;52129039;;1040;;601
"Салатник ""Элеганс"", 20 см";LCS938G-E-AL;52129040;3;990;;582
"Салатник ""Элеганс"", малый, 14 см";LCS935-E-AL;52129041;4;740;;443
"Салфетница ""Элеганс"", 21х11 см";LCS996-E-AL;52129042;;900;;517
"Сахарница ""Элеганс"", 0.25 л";LCS900-E-AL;52129043;;950;;538
"Чайник ""Элеганс"", 0.65 л";LCS958TP-E-AL;52129044;3;1890;;1077
"Чашка на маленьком подносе ""Элеганс"", 0.5 л";LCS933TP/N-E-AL;52129045;;1550;;871
"Чашка с блюдцем ""Элеганс"", 0.5 л";LCS933/T/P/-E-AL;52129046;;950;;538
"Банка для сыпучих продуктов с деревянной крышкой  0,5 л. (кофе)  ""Элианто""";LCS670PLC-EL-AL;16718719;;2150;;1221
"Банка для сыпучих продуктов с деревянной крышкой  0,5 л. (чай)  ""Элианто""";LCS670PLT-EL-AL;16718720;999;2150;;1221
"Банка для сыпучих продуктов с деревянной крышкой  0,75 л. (мука)  ""Элианто""";LCS670MLF-EL-AL;16718721;;2490;;1398
"Банка для сыпучих продуктов с деревянной крышкой  0,75 л. (сахар)  ""Элианто""";LCS670MLS-EL-AL;16718722;10;2490;;1398
"Банка для сыпучих продуктов с деревянной крышкой  2,0 л. (большая)  ""Элианто""";LCS670GL-EL-AL;16718723;999;3540;;1975
"Банка для сыпучих продуктов(соль) ""Элианто""";LCS871-EL-AL;16718724;0;2490;;1398
"Блюдо круглое 37см ""Элианто""";LCS039-EL-AL;16718726;;4400;;2464
"Ваза для фруктов на ножке 30см ""Элианто""";LCS038AL-EL-AL;16718728;;5000;;2797
"Ваза для цветов 30 см. ""Элианто""";LCS808/30-EL-AL;16718733;0;3740;;2109
"Вешалка для полотенец ""Элианто""";LCS999-EL-AL;16718734;;3100;;1731
"Двухъярусная ваза для фруктов ""Элианто""";LCS1311/2P-EL-AL;16718735;;4950;;2775
"Деревянная хлебница с керамическими вставками 20х30х40 см. ""Элианто""";LCS994-EL-AL;16718736;18;5850;;3263
"Керамическая подставка для бутылки ""Элианто""";LCS339-EL-AL;16718737;;610;;0
"Керамическая подставка под кухонные инструменты ""Элианто""";LCS676MES-EL-AL;16718738;;2150;;1221
"Круглая менажница 36 см. ""Элианто""";LCS092-EL-AL;16718740;;4650;;2597
"Кружка 0,35 л. ""Элианто""";LCS934N-EL-AL;16718741;12;1250;;710
"Кувшин 2,0 л. ""Элианто""";LCS656-EL-AL;16718743;0;3100;;1731
"Лампа масляная декоративная ""Элианто""";LCS3900-EL-AL;16718744;0;3940;;2220
"Ложка-подставка ""Элианто""";LCS091-EL-AL;16718746;0;950;;532
"Маслёнка ""Элианто""";LCS874B-EL-AL;16718747;;2100;;1176
"Набор для специй на деревянной подставке ""Элианто""";LCS873L-EL-AL;16718748;2;3100;;1731
"Набор из 2-х бутылок для масла и уксуса на деревянной подставке ""Элианто"", 0.275 л";LCS872L-EL-AL;37067584;;3950;;2197
"Набор из 2-х десертных тарелок 20,5см ""Элианто""";LCS353PF-EL-AL;16718749;999;2490;;1398
"Набор тарелок: суповая (23,5 см.)+ обеденная (25 см.) ""Элианто""";LCS353-EL-AL;16718750;0;2840;;1598
"Настенные часы ""Элианто""";LCS995/OR32-EL-AL;16718751;;4540;;2553
"Овальное блюдо 36 см. ""Элианто""";LCS1309/36-EL-AL;16718752;2;2450;;1376
"Поднос 20х30 см. ""Элианто""";LCSV20/30-EL-AL;16718753;;4150;;2316
"Подставка для бумажного полотенца ""Элианто""";LCS998-EL-AL;16718756;0;3150;;1776
"Подставка под горячее из дерева с керамической вставкой 19х19 см. ""Элианто""";LCS879-EL-AL;16718760;0;1490;;843
"Салатник 14 см. ""Элианто""";LCS935-EL-AL;16718762;999;1090;;621
"Салатник 20 см. ""Элианто""";LCS938-EL-AL;16718764;0;1800;;1021
"Салфетница ""Элианто""";LCS996-EL-AL;16718765;;2000;;1132
"Сахарница 0,25 л.  ""Элианто""";LCS900N-EL-AL;16718766;0;1340;;754
"Чайник 0,8 л. ""Элианто""";LCS958TP-EL-AL;16718768;4;2690;;1509
"Чайник 1,6 л.  ""Элианто""";LCS959T-EL-AL;16718769;0;3590;;2020
"Чашка 0,5 л. на маленьком подносе ""Элианто""";LCS933TP/N-EL-AL;16718770;;1740;;976
"Чашка 0,5 л. с блюдцем ""Элианто""";LCS933/T/P-EL-AL;16718771;3;1340;;754
"Банка для сыпучих продуктов (чай) ""Букет"", 18 см, 0.65 л";AL-175F6294-B-LF;81680792;5;550;;342
"Кружка ""Букет"", 0.45 л";AL-135F6283-B-LF;81680793;8;410;;255
"Кувшин ""Букет"", 1 л";AL-235F5788-1-B-LF;81680794;999;760;;472
"Ложка - подставка ""Букет"", 22 см";AL-80F6297-B-LF;81680795;999;270;;166
"Масленка ""Букет"", 19 см";AL-190F6298-B-LF;81680796;0;630;;388
"Набор из 2-х десертных тарелок ""Букет"", 20 см";AL-55E2258-3-B-LF;81680797;999;560;;344
"Набор из 2-х обеденных тарелок ""Букет"", 25 см";AL-120E2257-3-B-LF;81680798;0;1110;;684
"Набор из 2-х суповых тарелок ""Букет"", 21 см";AL-80E2256-3-B-LF;81680799;999;640;;399
"Салатник ""Букет"", 17 см";AL-190F6300-B-LF;81680800;999;580;;361
"Салатник большой ""Букет"", 22 см";AL-320F6301-B-LF;81680801;999;980;;601
"Салфетница ""Букет"", 11 см";AL-70F6296-B-LF;81680802;0;210;;129
"Сахарница ""Букет"", 0.175 л";AL-165F6290-S-B-LF;81680803;999;290;;176
"Чайник ""Букет"", 1 л";AL-270F6290-B-LF;81680804;0;830;;509
"Чашка с блюдцем ""Букет"", 0.2 л";AL-500F6283-1-B-LF;81680805;999;300;;185
"Банка для сыпучих продуктов (печенье) ""Кантри Хоум"", 18 см, 1.7 л";AL-360F9682-LF;81680806;;700;;424
"Банка для сыпучих продуктов (рис) ""Кантри Хоум"", 16 см, 1 л";AL-270F9681-LF;81680807;;520;;316
"Банка для сыпучих продуктов (чай) ""Кантри Хоум"", 13.5 см, 0.65 л";AL-180F9689-LF;81680808;;440;;268
"Маслёнка ""Кантри Хоум"", 19х13 см";AL-195F9695-LF;81680809;;400;;248
"Салатник ""Кантри Хоум"", 23 см";AL-320F9698-LF;81680810;;630;;384
"Салатник ""Кантри Хоум"", малый, 14 см";AL-90F9697-LF;81680811;;220;;185
"Чайник ""Кантри Хоум"", 1 л";AL-290F8563-LF;81680812;;820;;503
"Банка для сыпучих продуктов (чай) ""Лаванда"", 18 см, 0.7 л";AL-190F8574-L-LF;81680813;999;630;;383
"Кружка ""Лаванда"", 0.5 л";AL-135F6970-1-L-LF;81680814;999;450;;283
"Кувшин ""Лаванда"", 1 л";AL-260F8573-L-LF;81680815;0;880;;539
"Ложка - подставка ""Лаванда"", 22 см";AL-88F8571-L-LF;81680816;999;280;;179
"Масленка ""Лаванда"", 19х12 см";AL-215F8572-L-LF;81680817;999;710;;439
"Набор из 2-х десертных тарелок ""Лаванда"", 20 см";AL-55E2258-L-LF;81680818;999;620;;379
"Набор из 2-х обеденных тарелок ""Лаванда"", 25 см";AL-120E2257-L-LF;81680819;999;1250;;759
"Набор из 2-х суповых тарелок ""Лаванда"", 21 см";AL-80E2256-L-LF;81680820;999;690;;419
"Салатник ""Лаванда"", 17.5 см";AL-190F3804-L-LF;81680821;999;660;;405
"Салатник большой ""Лаванда"", 23 см";AL-320F3805-L-LF;81680822;0;1090;;669
"Салфетница ""Лаванда"", 11.5 см";AL-80F8570-L-LF;81680823;999;240;;150
"Сахарница ""Лаванда"", 0.25 л";AL-180F8564-S-L-LF;81680824;0;320;;196
"Чайник ""Лаванда"", 1 л";AL-290F8563-L-LF;81680825;999;920;;569
"Чашка с блюдцем ""Лаванда"", 0.2 л";AL-430F8556-1-L-LF;81680826;999;330;;210
"Банка для сыпучих продуктов (печенье) ""Птичье молоко"", 16 см, 1.1 л";AL-390F9555-LF;81680827;;360;;221
"Банка для сыпучих продуктов (рис) ""Птичье молоко"", 14 см, 0.9 л";AL-285F9554-LF;81680828;;270;;166
"Банка для сыпучих продуктов (чай) ""Птичье молоко"", 12.5 см, 0.65 л";AL-220F9563-LF;81680829;;210;;133
"Кружка ""Птичье молоко"", 0.5 л";AL-135F6283-LF;81680830;;340;;208
"Кувшин ""Птичье молоко"", 1.2 л";AL-235F5788-1-LF;81680831;;250;;152
"Ложка-подставка ""Птичье молоко"", 22 см";AL-85F9567-LF;81680832;;150;;134
"Маслёнка ""Птичье молоко"", 19х12 см";AL-190F6298-LF;81680833;;190;;119
"Набор из 2-х десерных тарелок ""Птичье молоко"", 20 см";AL-55E2258-3-LF;81680834;;160;;108
"Набор из 2-х обеденных тарелок ""Птичье молоко"", 25 см";AL-120E2257-3-LF;81680835;;350;;218
"Набор из 2-х суповых тарелок ""Птичье молоко"", 21 см";AL-80E2256-3-LF;81680836;;200;;121
"Салатник ""Птичье молоко"", 22 см";AL-320F6301-LF;81680837;;300;;191
"Салатник ""Птичье молоко"", малый, 18 см";AL-190F6300-LF;81680838;;220;;144
"Салфетница ""Птичье молоко"", 12х8 см";AL-70F6296-LF;81680839;;50;;43
"Сахарница ""Птичье молоко"", 0.25 л";AL-175F9559-S-LF;81680840;;170;;144
"Чайник ""Птичье молоко"", 1 л";AL-280F9558-LF;81680841;;370;;229
"Чашка с блюдцем ""Птичье молоко"", 0.2 л";AL-500F6283-1-LF;81680842;;190;;162
"Банка для сыпучих продуктов (печенье) ""Эдем"", 18 см, 1.1 л";AL-380G0059-LF;81680843;;310;;197
"Банка для сыпучих продуктов (чай) ""Эдем"", 14.5 см, 0.65 л";AL-225G0066-LF;81680844;;140;;121
"Банка-подставка под кух инструменты с инстр. ""Эдем""";AL-200G0064-LF;81680845;;160;;108
"Кружка ""Эдем"", 0.5 л";AL-460G0055-1-LF;81680846;;100;;89
"Кувшин ""Эдем"", 1.2 л";AL-260F0077-LF;81680847;;310;;195
"Маслёнка ""Эдем"", 19х12 см";AL-200G0072-LF;81680849;;120;;108
"Набор из 2-х суповых тарелок ""Эдем"", 21 см";AL-80E2256-O-LF;81680857;;170;;106
"Салатник ""Эдем"" 22 см";AL-300F9489-LF;86056691;;230;;169
"Салфетница ""Эдем"", 12х8 см";AL-75G0070-LF;81680860;;50;;36
"Сахарница ""Эдем"", 0.25 л";AL-175F9477-S-LF;81680861;;60;;48
"Чайник ""Эдем"", 1 л";AL-280F9476-LF;81680862;;270;;225
"Чашка с блюдцем ""Эдем"", 0.2 л";AL-520F9469-1-LF;81680863;;120;;83
"Банка для сыпучих продуктов ""Artisan"" (Бисквит), 0.5 л";MW655-VC2904;80489222;;523;;299
"Банка для сыпучих продуктов ""Artisan"" (Бисквит), 1 л";MW655-VC2914;80489233;;715;;409
"Банка для сыпучих продуктов ""Artisan"" (Небесное облако), 0.5 л";MW655-VC2902;80489216;;523;;299
"Банка для сыпучих продуктов ""Artisan"" (Небесное облако), 1 л";MW655-VC2912;80489226;;715;;409
Кружка (Гранатовый), 0.35 л, без инд. упаковки;MW408-DQ0079;80489201;10;355;;203
Кружка (Небесное облако), 0.35 л, без инд. упаковки;MW408-DQ0026;80489162;;320;;183
Кружка (Пыльно-розовый), 0.35 л, без инд. упаковки;MW408-DQ0025;80489154;;320;;183
"Салатник ""Artisan"" (Буря серая), 17 см, без инд. упаковки";MW408-DQ0015;80489147;;448;;256
"Салатник ""Artisan"" (Гранатовый), 17 см, без инд. упаковки";MW408-DQ0077;80489199;;495;;283
"Салатник ""Artisan"" (Небесное облако), 17 см, без инд. упаковки";MW408-DQ0010;80489115;;448;;256
"Салатник ""Artisan"" (Пыльно-розовый), 17 см, без инд. упаковки";MW408-DQ0005;80489093;;448;;256
"Салатник большой ""Artisan"" (Гранатовый), 26 см, без инд. упаковки";MW408-DQ0080;80489206;999;992;;551
"Салатник большой ""Artisan"" (Пыльно-розовый), 26 см, без инд. упаковки";MW408-DQ0081;80489211;999;902;;501
"Салатник малый ""Artisan"" (Буря серая), 10 см, без инд. упаковки";MW408-DQ0014;80489140;;227;;130
"Салатник малый ""Artisan"" (Гранатовый), 10 см, без инд. упаковки";MW408-DQ0076;80489196;;246;;141
"Салатник малый ""Artisan"" (Небесное облако), 10 см, без инд. упаковки";MW408-DQ0009;80489109;;227;;130
"Салатник малый ""Artisan"" (Пыльно-розовый), 10 см, без инд. упаковки";MW408-DQ0004;80489087;;227;;130
"Тарелка круглая ""Artisan"" (Буря серая), 20 см, без инд. упаковки";MW408-DQ0013;80489134;;462;;264
"Тарелка круглая ""Artisan"" (Гранатовый), 20 см, без инд. упаковки";MW408-DQ0075;80489192;;524;;291
"Тарелка круглая ""Artisan"" (Небесное облако), 20 см, без инд. упаковки";MW408-DQ0008;80489107;;462;;264
"Тарелка круглая ""Artisan"" (Пыльно-розовый), 20 см, без инд. упаковки";MW408-DQ0003;80489082;;462;;264
"Тарелка овальная ""Artisan"" (Буря серая), 27х23 см, без инд. упаковки";MW408-DQ0012;80489128;;598;;342
"Тарелка овальная ""Artisan"" (Гранатовый), 27х23 см, без инд. упаковки";MW408-DQ0074;80489185;999;677;;376
"Тарелка овальная ""Artisan"" (Небесное облако), 27х23 см, без инд. упаковки";MW408-DQ0007;80489101;;598;;342
"Тарелка овальная ""Artisan"" (Пыльно-розовый), 27х23 см, без инд. упаковки";MW408-DQ0002;80489078;;598;;342
"Тарелка овальная большая ""Artisan"" (Буря серая), 33х29 см, без инд. упаковки";MW408-DQ0011;80489121;2;902;;501
"Тарелка овальная большая ""Artisan"" (Гранатовый), 33х29 см, без инд. упаковки";MW408-DQ0073;80489177;999;992;;551
"Тарелка овальная большая ""Artisan"" (Небесное облако), 33х29 см, без инд. упаковки";MW408-DQ0006;80489097;999;902;;501
"Тарелка овальная большая ""Artisan"" (Пыльно-розовый), 33х29 см, без инд. упаковки";MW408-DQ0001;80489074;19;902;;501
"Кружка ""Primavera"" 0.45 л";MW504-FX0212;93428870;0;373;;207
"Набор: сахарница + молочник ""Primavera"" в подарочной упаковке 0.4 л";MW504-FX0244;93428876;0;985;;547
"Салатник ""Primavera"" 18.5 см";MW504-FX0207;93428866;0;522;;290
"Салатник малый ""Primavera"" 12 см";MW504-FX0209;93428867;0;270;;150
"Столовый набор на 4 персоны ""Primavera"", 16 пр.";MW504-FX0218;93428874;0;8278;;4599
"Тарелка ""Primavera"" 23 см";MW504-FX0213;93428871;5;497;;276
"Тарелка закусочная ""Primavera"" 19 см";MW504-FX0210;93428868;6;364;;202
"Тарелка обеденная ""Primavera"" 27.5 см";MW504-FX0211;93428869;999;704;;391
"Чайник ""Primavera"" в подарочной упаковке 1 л";MW504-FX0243;93428875;0;1606;;892
"Чашка с блюдцем ""Primavera"" 0.25 л";MW504-FX0216;93428873;999;567;;315
"Чашка с блюдцем ""Primavera"", большая, 0.4 л";MW504-FX0215;93428872;0;763;;424
"Кастрюля 2.0 л белая ""Vitromax"", 28х23х8.5 см";MW852-FJ0001;80489498;999;2826;;1570
