Артикул;Код сайта;Наименование;Цена опт;РРЦ;Материал;Наличие на складе;Остаток;Бренд;Страна производства;Страна ТМ;Категория;Категория 2;Размеры;Вид упаковки;Ссылка на фото;;Штрих-код;Вес;Серия;
NC7360-ODN-AL;54200;Чайник Тыква;2358;4244;Керамика;На складе;12;Nuova Cer;ИТАЛИЯ;Италия;Предметы сервировки стола;Чайники, кофейники;1,0л;Подарочная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/12303.jpg;;8123698523575;0.00;Тыква;
NC7360-PRV;57253;Чайник Прованс;2358;4244;Керамика;На складе;19;Nuova Cer;ИТАЛИЯ;Италия;Предметы сервировки стола;Чайники, кофейники;1.0л;Обычная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/14636.jpg;;8017587049485;0.88;Прованс;
NC7370_1-CEM-AL;34062;Банка для сыпучих продуктов (соль)  Итальянские фрукты;1787;3217;Керамика;На складе;>20;Nuova Cer;ИТАЛИЯ;Италия;Кухонные принадлежности;Банки для сыпучих продуктов, емкости для хранения;20см, 0,8л;Обычная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/1041.jpg;;8123698521489;0.00;Итальянские фрукты;
NC7370_1-ODN-AL;54202;Банка для сыпучих продуктов (соль) Тыква;1787;3217;Керамика;Ожидается;Ожидается;Nuova Cer;ИТАЛИЯ;Италия;Кухонные принадлежности;Банки для сыпучих продуктов, емкости для хранения;20см, 0,8л;Подарочная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/12282.jpg;;8123698523599;0.00;Тыква;
NC7370_1-PRV;57254;Банка для сыпучих продуктов (соль) Прованс;1787;3217;Керамика;Ожидается;Ожидается;Nuova Cer;ИТАЛИЯ;Италия;Кухонные принадлежности;Банки для сыпучих продуктов, емкости для хранения;20см, 0,8л;Обычная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/14620.jpg;;8017587049522;0.80;Прованс;
NC7370_2-CEM-AL;34063;Банка для сыпучих продуктов (сахар)  Итальянские фрукты;1787;3217;Керамика;На складе;>20;Nuova Cer;ИТАЛИЯ;Италия;Кухонные принадлежности;Банки для сыпучих продуктов, емкости для хранения;20см, 0,8л;Обычная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/1040.jpg;;8123698521496;0.00;Итальянские фрукты;
NC7370_2-ODN-AL;54203;Банка для сыпучих продуктов (сахар) Тыква;1787;3217;Керамика;Ожидается;Ожидается;Nuova Cer;ИТАЛИЯ;Италия;Кухонные принадлежности;Банки для сыпучих продуктов, емкости для хранения;20см, 0,8л;Подарочная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/12281.jpg;;8123698523605;0.00;Тыква;
NC7370_2-PRV;57255;Банка для сыпучих продуктов (сахар) Прованс;1787;3217;Керамика;На складе;4;Nuova Cer;ИТАЛИЯ;Италия;Кухонные принадлежности;Банки для сыпучих продуктов, емкости для хранения;20см, 0,8л;Обычная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/14619.jpg;;8017587049515;0.82;Прованс;
NC7372-PRV;57256;Банка-подставка для кухонных принадлежностей Прованс;1321;2378;Керамика;На складе;>20;Nuova Cer;ИТАЛИЯ;Италия;Кухонные принадлежности;Подставки под кухонные инструменты;13х13х16,5см;Обычная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/14618.jpg;;8017587049546;0.68;Прованс;
NC7378-CEM-AL;34068;Маслёнка Итальянские фрукты;1787;3217;Керамика;На складе;>20;Nuova Cer;ИТАЛИЯ;Италия;Предметы сервировки стола;Масленки;-;Обычная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/1052.jpg;;8123698521540;0.00;Итальянские фрукты;
NC7378-ODN-AL;54206;Маслёнка Тыква;1742;3136;Керамика;На складе;2;Nuova Cer;ИТАЛИЯ;Италия;Предметы сервировки стола;Масленки;22.5х15.5см;Подарочная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/12291.jpg;;8123698523636;0.00;Тыква;
NC7378-PRV;57257;Маслёнка Прованс;1787;3217;Керамика;На складе;20;Nuova Cer;ИТАЛИЯ;Италия;Предметы сервировки стола;Масленки;22,5x15,5x9,5 см;Обычная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/14625.jpg;;8017587049553;0.69;Прованс;
NC7386-CEM-AL;34072;Бутылка для масла Итальянские фрукты;1982;3568;Керамика;На складе;19;Nuova Cer;ИТАЛИЯ;Италия;Кухонные принадлежности;Бутылки для масла;0,55л;Обычная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/1047.jpg;;8123698521588;0.00;Итальянские фрукты;
NC7386-ODN-AL;54208;Бутылка для масла Тыква;1982;3568;Керамика;На складе;11;Nuova Cer;ИТАЛИЯ;Италия;Кухонные принадлежности;Бутылки для масла;0,55л;Подарочная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/12287.jpg;;8123698523650;0.00;Тыква;
NC7386-PRV;57258;Бутылка для масла Прованс;1982;3568;Керамика;На складе;11;Nuova Cer;ИТАЛИЯ;Италия;Кухонные принадлежности;Бутылки для масла;0.55л;Обычная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/14621.jpg;;8017587049294;0.36;Прованс;
NC7390_2-ODN-AL;54209;Сахарница Тыква;1186;2135;Керамика;Ожидается;Ожидается;Nuova Cer;ИТАЛИЯ;Италия;Предметы сервировки стола;Сахарницы;10см, 0,17л;Подарочная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/12297.jpg;;8123698523667;0.00;Тыква;
NC7390_2-PRV;57259;Сахарница Прованс;1186;2135;Керамика;Ожидается;Ожидается;Nuova Cer;ИТАЛИЯ;Италия;Предметы сервировки стола;Сахарницы;10x10x11,5 см;Обычная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/14631.jpg;;8017587049591;0.26;Прованс;
NC7399-CEM-AL;34077;Кувшин Итальянские фрукты;2418;4352;Керамика;Ожидается;Ожидается;Nuova Cer;ИТАЛИЯ;Италия;Предметы сервировки стола;Кувшины;22см, 1,95л;Обычная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/6218.jpg;;8123698521632;0.00;Итальянские фрукты;
NC7399-ODN-AL;54213;Кувшин Тыква;2418;4352;Керамика;Ожидается;Ожидается;Nuova Cer;ИТАЛИЯ;Италия;Предметы сервировки стола;Кувшины;22см, 1,95л;Подарочная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/12289.jpg;;8123698523704;0.00;Тыква;
NC7399-PRV;57260;Кувшин Прованс;2418;4352;Керамика;На складе;13;Nuova Cer;ИТАЛИЯ;Италия;Предметы сервировки стола;Кувшины;2л;Обычная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/14623.jpg;;8017587051129;1.00;Прованс;
NC7400-CEM-AL;34078;Кружка  Итальянские фрукты;1036;1865;Керамика;На складе;9;Nuova Cer;ИТАЛИЯ;Италия;Кружки;Кружки обычные;0,32л;Обычная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/1050.jpg;;8123698521649;0.00;Итальянские фрукты;
NC7400-PRV;57261;Кружка Прованс;1036;1865;Керамика;На складе;>20;Nuova Cer;ИТАЛИЯ;Италия;Кружки;Кружки обычные;12х13х17см, 0,32л;Обычная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/14622.jpg;;8017587054588;0.40;Прованс;
NC7405-ODN-AL;54214;Салфетница Тыква;1216;2189;Керамика;Ожидается;Ожидается;Nuova Cer;ИТАЛИЯ;Италия;Предметы сервировки стола;Салфетницы;18х7.5см;Подарочная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/12296.jpg;;8123698523711;0.00;Тыква;
NC7410_1-CEM-AL;34080;Салатник  Итальянские фрукты;1937;3487;Керамика;На складе;>20;Nuova Cer;ИТАЛИЯ;Италия;Предметы сервировки стола;Салатники;26см;Обычная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/1058.jpg;;8123698521663;0.00;Итальянские фрукты;
NC7410_1-ODN-AL;54215;Салатник Тыква;1892;3406;Керамика;Ожидается;Ожидается;Nuova Cer;ИТАЛИЯ;Италия;Предметы сервировки стола;Салатники;26см;Подарочная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/12295.jpg;;8123698523728;0.00;Тыква;
NC7410_1-PRV;57267;Салатник Прованс;1937;3487;Керамика;На складе;>20;Nuova Cer;ИТАЛИЯ;Италия;Предметы сервировки стола;Салатники;25см;Обычная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/14629.jpg;;8017587090876;1.08;Прованс;
NC7410_2-ODN-AL;54216;Тарелка обеденная Тыква;1051;1892;Керамика;На складе;13;Nuova Cer;ИТАЛИЯ;Италия;Предметы сервировки стола;Тарелки;26,5см;Подарочная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/12300.jpg;;8123698523735;0.00;Тыква;
NC7410_2-PRV;57262;Тарелка обеденная Прованс;1051;1892;Керамика;На складе;>20;Nuova Cer;ИТАЛИЯ;Италия;Предметы сервировки стола;Тарелки;26см;Обычная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/14633.jpg;;8017587072704;0.81;Прованс;
NC7410_2_1-CEM-AL;34111;Тарелка обеденная  Итальянские фрукты;1051;1892;Керамика;На складе;>20;Nuova Cer;ИТАЛИЯ;Италия;Предметы сервировки стола;Тарелки;26,5см;Обычная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/1062.jpg;;8123698521670;0.00;Итальянские фрукты;
NC7410_3-ODN-AL;54217;Тарелка суповая Тыква;1036;1865;Керамика;На складе;17;Nuova Cer;ИТАЛИЯ;Италия;Предметы сервировки стола;Тарелки;20,5см;Подарочная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/12302.jpg;;8123698523742;0.00;Тыква;
NC7410_3-PRV;57263;Тарелка суповая Прованс;1036;1865;Керамика;На складе;>20;Nuova Cer;ИТАЛИЯ;Италия;Предметы сервировки стола;Тарелки;20.5см;Обычная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/14634.jpg;;8017587090852;0.49;Прованс;
NC7410_3_1-CEM-AL;34084;Тарелка суповая  Итальянские фрукты;1036;1865;Керамика;На складе;16;Nuova Cer;ИТАЛИЯ;Италия;Предметы сервировки стола;Тарелки;20,5см;Обычная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/1063.jpg;;8123698521687;0.00;Итальянские фрукты;
NC7410_4-ODN-AL;54218;Тарелка закусочная Тыква;931;1676;Керамика;На складе;>20;Nuova Cer;ИТАЛИЯ;Италия;Предметы сервировки стола;Тарелки;21см;Подарочная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/12299.jpg;;8123698523759;0.00;Тыква;
NC7410_4-PRV;57264;Тарелка закусочная Прованс;931;1676;Керамика;На складе;>20;Nuova Cer;ИТАЛИЯ;Италия;Предметы сервировки стола;Тарелки;21см;Обычная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/14632.jpg;;8017587090869;0.36;Прованс;
NC7410_4_1-CEM-AL;34085;Тарелка закусочная Итальянские фрукты;931;1676;Керамика;На складе;>20;Nuova Cer;ИТАЛИЯ;Италия;Предметы сервировки стола;Тарелки;21см;Обычная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/1061.jpg;;8123698521694;0.00;Итальянские фрукты;
NC7411-VOL-AL;54219;Тарелка подстановочная Тыква;1277;2299;Керамика;На складе;17;Nuova Cer;ИТАЛИЯ;Италия;Предметы сервировки стола;Тарелки;32.5см;Подарочная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/12301.jpg;;8123698523766;0.00;Тыква;
NC7417-CEM-AL;34086;Чашка с блюдцем Итальянские фрукты;1412;2542;Керамика;На складе;>20;Nuova Cer;ИТАЛИЯ;Италия;Посуда для чая;Чайные пары;0,3л;Обычная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/1066.jpg;;8123698521700;0.00;Итальянские фрукты;
NC7417-ODN-AL;54220;Чашка с блюдцем Тыква;1412;2542;Керамика;На складе;>20;Nuova Cer;ИТАЛИЯ;Италия;Посуда для чая;Чайные пары;0,3л;Подарочная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/12305.jpg;;8123698523773;0.00;Тыква;
NC7417-PRV;57265;Чашка с блюдцем Прованс;1412;2542;Керамика;На складе;>20;Nuova Cer;ИТАЛИЯ;Италия;Посуда для чая;Чайные пары;0,3л, 16x16x10см;Обычная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/14637.jpg;;8017587090838;0.51;Прованс;
NC7445-CEM-AL;34059;Подставка для бумажного полотенца Итальянские фрукты;1998;3596;Дерево;На складе;20;Nuova Cer;ИТАЛИЯ;Италия;Кухонные принадлежности;Подставки для бумажных полотенец;-;Обычная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/66.jpg;;8123698521748;0.00;Итальянские фрукты;
NC7445-ODN-AL;54222;Подставка для бумажного полотенца Тыква;1998;3596;Керамика, дерево;Ожидается;Ожидается;Nuova Cer;ИТАЛИЯ;Италия;Кухонные принадлежности;Подставки для бумажных полотенец;h 31см;Подарочная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/12330.jpg;;8123698523797;0.00;Тыква;
NC7445-PRV;57266;Подставка для бумажного полотенца Прованс;1998;3596;Керамика;На складе;5;Nuova Cer;ИТАЛИЯ;Италия;Кухонные принадлежности;Подставки для бумажных полотенец;31см;Обычная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/14627.jpg;;8017587067212;0.49;Прованс;
NC7960-CEM-AL;34090;Чашка на блюдце-подносе  Итальянские фрукты;1727;3109;Керамика;На складе;>20;Nuova Cer;ИТАЛИЯ;Италия;Посуда для чая;Чайные пары;0,5л;Обычная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/1065.jpg;;8123698521755;0.00;Итальянские фрукты;
NC7960-ODN-AL;54223;Чашка на блюдце-подносе Тыква;1382;2488;Керамика;На складе;3;Nuova Cer;ИТАЛИЯ;Италия;Посуда для чая;Чайные пары;0,5л;Подарочная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/12304.jpg;Распродажа;8123698523803;0.00;Тыква;
NC8152-ODN-AL;54224;Набор: подставка для ложки, ложка Тыква;1878;3380;Керамика, дерево;Ожидается;Ожидается;Nuova Cer;ИТАЛИЯ;Италия;Кухонные принадлежности;;18.5см, 25см;Подарочная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/12294.jpg;;8123698523810;0.00;Тыква;
NG-I150905A-21-AL;48526;Чайный сервиз Мокко 21 предметов на 6 персон;9998;17996;Костяной фарфор;Ожидается;Ожидается;Naomi;КИТАЙ;Китай;Чайные сервизы;На 6 персон;6 чашек 0.25л, 6 блюдец, 6 тарелок 21.5см, чайник 1.4л, сахарница 0.35л, молочник 0.25л;Подарочная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/11711.jpg;;6900142500632;7.50;Мокко;
NG-I150905A-27-AL;53765;Обеденный сервиз Мокко 27 предм.на 6 персон;17964;32335;Костяной фарфор;На складе;4;Naomi;КИТАЙ;Китай;Обеденные сервизы;На 6 персон;6 обед тарелок 27.5см, 6 закус тарелок 21.5см, 6 суп тарелок 24.5см, 1 салатник 23.5см, 2 салатника 16см, 1 блюдо 36см, 2 блюда 30см, соусник на блюдце, солонка, перечница;Подарочная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/12122.jpg;;6900142500816;12.00;Мокко;
NG-I150905A-C6-AL;48529;Кофейный набор Мокко: 6 чашек + 6 блюдец;2819;5074;Костяной фарфор;Ожидается;Ожидается;Naomi;КИТАЙ;Китай;Посуда для кофе;На 6 персон;0.1л;Подарочная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/11707.jpg;;6900142500649;1.44;Мокко;
NG-I150905A-M-AL;48527;Кружка Мокко;379;682;Костяной фарфор;Ожидается;Ожидается;Naomi;КИТАЙ;Китай;Кружки;Кружки обычные;0.35л;Подарочная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/11708.jpg;;6900142500656;0.32;Мокко;
NG-I150905A-T6-AL;48528;Чайный набор Мокко: 6 чашек + 6 блюдец;4007;7213;Костяной фарфор;Ожидается;Ожидается;Naomi;КИТАЙ;Китай;Посуда для чая;На 6 персон;0.25л;Подарочная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/11710.jpg;;6900142500670;2.38;Мокко;
NG-I150905B-21-AL;48513;Чайный сервиз Жемчуг 21 предм.на 6 персон;9998;17996;Костяной фарфор;Ожидается;Ожидается;Naomi;КИТАЙ;Китай;Чайные сервизы;На 6 персон;6 чашек 0.25л, 6 блюдец, 6 тарелок 21.5см, чайник 1.4л, сахарница 0.35л, молочник 0.25л;Подарочная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/11696.jpg;;6900142500687;7.50;Жемчуг;
NG-I150905B-27-AL;48515;Обеденный сервиз Жемчуг 27 предм.на 6 персон;17964;32335;Костяной фарфор;На складе;>20;Naomi;КИТАЙ;Китай;Обеденные сервизы;На 6 персон;6 обед тарелок 27.5см, 6 закус тарелок 21.5см, 6 суп тарелок 24.5см ,1 салатник 23.5см, 2 салатника 16см ,1 блюдо 36см ,2 блюда 30см ,соусник на блюдце,солонка,перечница;Обычная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/11693.jpg;;6900142500694;12.00;Жемчуг;
NG-I150905B-40-AL;48514;Чайный сервиз Жемчуг 40 предм.на 12 персон;18064;32515;Костяной фарфор;Ожидается;Ожидается;Naomi;КИТАЙ;Китай;Чайные сервизы;На 12 персон;12чашек 0.25л ,12 блюдец,12 тарелок 21.5см ,чайник 1.4л ,сахарница 0.35л ,молочник 0.25л , блюдо д/торта 31см;Обычная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/11697.jpg;;6900142500700;10.00;Жемчуг;
NG-I150905B-50-AL;48516;Обеденный сервиз Жемчуг 50 предм.на 12 персон;34325;61785;Костяной фарфор;Ожидается;Ожидается;Naomi;КИТАЙ;Китай;Обеденные сервизы;На 12 персон;12 обед тарелок 27.5см ,12 закус тарелок 21.5см,12 суп тарелок 24.5см ,2 салатника 23.5см,4 салатника 16см ,2 блюда 36см 3 блюда 30см ,соусник на блюдце,солонка,перечница;Обычная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/11694.jpg;;6900142500717;23.00;Жемчуг;
NG-I150905B-C6-AL;48519;Кофейный набор Жемчуг: 6 чашек + 6 блюдец;2819;5074;Костяной фарфор;Ожидается;Ожидается;Naomi;КИТАЙ;Китай;Посуда для кофе;На 6 персон;0.1л;Подарочная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/11691.jpg;;6900142500724;1.44;Жемчуг;
NG-I150905B-M-AL;48517;Кружка Жемчуг;379;682;Костяной фарфор;Ожидается;Ожидается;Naomi;КИТАЙ;Китай;Кружки;Кружки обычные;0.35л;Подарочная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/11692.jpg;;6900142500731;0.32;Жемчуг;
NG-I150905B-T6-AL;48518;Чайный набор Жемчуг : 6 чашек + 6 блюдец;4007;7213;Костяной фарфор;Ожидается;Ожидается;Naomi;КИТАЙ;Китай;Посуда для чая;На 6 персон;0.25л;Подарочная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/11695.jpg;;6900142500748;2.38;Жемчуг;
NG-I150905BC-M2;54867;Набор из 2-х кружек Жемчуг/Маренго;758;1364;Костяной фарфор;На складе;>20;Naomi;КИТАЙ;Китай;Кружки;Кружки обычные;0.35л;Подарочная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/12829.jpg;;6900142500977;0.64;Маренго;
NG-I150905C-21-Al;48520;Чайный сервиз Маренго 21 предм.на 6 персон;7998;14396;Костяной фарфор;На складе;4;Naomi;КИТАЙ;Китай;Чайные сервизы;На 6 персон;6 чашек 0.25л, 6 блюдец, 6 тарелок 21.5см, чайник 1.4л, сахарница 0.35л, молочник 0.25л;Подарочная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/11705.jpg;Распродажа;6900142500755;7.50;Маренго;
NG-I150905C-M-AL;48524;Кружка Маренго;379;682;Костяной фарфор;Ожидается;Ожидается;Naomi;КИТАЙ;Китай;Кружки;Кружки обычные;0.35л;Подарочная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/11701.jpg;;6900142500793;0.32;Маренго;
NG-I150905C-T6-AL;48525;Чайный набор Маренго: 6 чашек + 6 блюдец;4007;7213;Костяной фарфор;Ожидается;Ожидается;Naomi;КИТАЙ;Китай;Посуда для чая;На 6 персон;0.25л;Подарочная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/11704.jpg;;6900142500809;2.38;Маренго;
NG-I160703S-27;55423;Обеденный сервиз Лунная соната 27 предм.на 6 персон;13061;23510;Костяной фарфор;На складе;6;Naomi;КИТАЙ;Китай;Обеденные сервизы;На 6 персон;6 обед тарелок 27.5см, 6 закус тарелок 21.5см, 6 суп тарелок 24.5см ,1 салатник 23.5см, 2 салатника 16см ,1 блюдо 36см ,1 блюдо 30см ,соусник на блюде,солонка,перечница;Обычная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/13347.jpg;Распродажа;6900142501011;12.00;Лунная соната;
NG-I160703S-M;55425;Кружка Лунная соната;414;745;Костяной фарфор;На складе;>20;Naomi;КИТАЙ;Китай;Кружки;Кружки обычные;0.35л;Подарочная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/13346.jpg;Распродажа;6900142501042;0.32;Лунная соната;
NG-I180304Q-M;57193;Кружка (серая) Восточная лилия в инд.упаковке;362;652;Костяной фарфор;На складе;>20;Naomi;КИТАЙ;Китай;Кружки;Кружки обычные;0,35л;Обычная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/14602.jpg;Распродажа;4607947160994;0.32;Восточная лилия;
NG-I180304S-M;57194;Кружка (чёрная) Восточная лилия в инд.упаковке;362;652;Костяной фарфор;На складе;>20;Naomi;КИТАЙ;Китай;Кружки;Кружки обычные;0,35л;Обычная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/14603.jpg;Распродажа;4607947161007;0.32;Восточная лилия;
NG-I180306Q-T6;57195;Чайный набор : 6 чашек (сер) + 6 блюдец Восточная лилия;3401;6122;Костяной фарфор;На складе;18;Naomi;КИТАЙ;Китай;Посуда для чая;На 6 персон;0.25л;Обычная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/14604.jpg;Распродажа;4607947161014;2.25;Восточная лилия;
NG-I180902B-14;57505;Чайный сервиз Миллениум 14 предм.на 6 персон;7861;14150;Костяной фарфор;На складе;15;Naomi;КИТАЙ;Китай;Чайные сервизы;На 6 персон;6 чашек 0.25л, 6 блюдец, чайник 1.4л, сахарница 0.35л;Обычная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/14869.jpg;;4607947161458;3.25;Миллениум;
NG-I180902B-21D;57506;Обеденный сервиз Миллениум 21 предмет на 6 персон;17958;32324;Костяной фарфор;На складе;>20;Naomi;КИТАЙ;Китай;Обеденные сервизы;На 6 персон;6 тарелок 21.5см, 6 тарелок 24,5см, 6 тарелок 27,5см, 2 салатника 16см, 1 салатник 23.5см;Обычная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/14867.jpg;;4607947161465;10.20;Миллениум;
NG-I180902B-M;57507;Кружка Миллениум в инд.упаковке;518;932;Костяной фарфор;На складе;14;Naomi;КИТАЙ;Китай;Кружки;Кружки обычные;0.35л;Обычная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/14866.jpg;;4607947161472;0.32;Миллениум;
NG-I180902B-T6;57508;Чайный набор Миллениум : 6 чашек + 6 блюдец;5117;9211;Костяной фарфор;На складе;8;Naomi;КИТАЙ;Китай;Посуда для чая;На 6 персон;0.25л;Обычная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/14868.jpg;;4607947161489;2.25;Миллениум;
NG-I180902J-14;57501;Чайный сервиз Миллениум Голд 14 предм.на 6 персон;8267;14881;Костяной фарфор;На складе;15;Naomi;КИТАЙ;Китай;Чайные сервизы;На 6 персон;6 чашек 0.25л, 6 блюдец, чайник 1.4л, сахарница 0.35л;Обычная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/14873.jpg;;4607947161410;3.25;Миллениум Голд;
NG-I180902J-21D;57502;Обеденный сервиз Миллениум Голд 21 предмет на 6 персон;19083;34349;Костяной фарфор;На складе;13;Naomi;КИТАЙ;Китай;Обеденные сервизы;На 6 персон;6 тарелок 21.5см, 6 тарелок 24,5см, 6 тарелок 27,5см, 2 салатника 16см, 1 салатник 23.5см;Обычная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/14871.jpg;;4607947161427;10.20;Миллениум Голд;
NG-I180902J-M;57503;Кружка Миллениум Голд в инд.упаковке.;544;979;Костяной фарфор;На складе;>20;Naomi;КИТАЙ;Китай;Кружки;Кружки обычные;0.35л;Обычная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/14870.jpg;;4607947161434;0.32;Миллениум Голд;
NG-I180902J-T6;57504;Чайный набор Миллениум Голд: 6 чашек + 6 блюдец;5428;9770;Костяной фарфор;На складе;19;Naomi;КИТАЙ;Китай;Посуда для чая;На 6 персон;0.25л;Обычная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/14872.jpg;;4607947161441;2.25;Миллениум Голд;
NG-M180303-14;56905;Чайный сервиз Злата 14 предм.на 6 персон;7531;13556;Костяной фарфор;На складе;6;Naomi;КИТАЙ;Китай;Чайные сервизы;На 6 персон;6 чашек 0.25л, 6 блюдец, чайник 1.4л, сахарница 0.35л;Подарочная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/14431.jpg;;4607947160260;3.25;Злата;
NG-M180303-21D;56906;Обеденный сервиз Злата 21 предмет на 6 персон;16594;29869;Костяной фарфор;На складе;>20;Naomi;КИТАЙ;Китай;Обеденные сервизы;На 6 персон;6 тарелок 21.5см, 6 тарелок 24,5см, 6 тарелок 27,5см, 2 салатника 16см, 1 салатник 23.5см;Подарочная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/14429.jpg;;4607947160277;10.20;Злата;
NG-M180303-C6;56909;Кофейный набор Злата: 6 чашек + 6 блюдец;3530;6354;Костяной фарфор;На складе;16;Naomi;КИТАЙ;Китай;Посуда для кофе;На 6 персон;0.1л;Подарочная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/14427.jpg;;4607947160307;1.63;Злата;
NG-M180303-M;56907;Кружка Злата;499;898;Костяной фарфор;На складе;>20;Naomi;КИТАЙ;Китай;Кружки;Кружки обычные;0.35л;Подарочная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/14428.jpg;;4607947160284;0.32;Злата;
NG-M180303-T6;56908;Чайный набор Злата: 6 чашек + 6 блюдец;4873;8771;Костяной фарфор;На складе;>20;Naomi;КИТАЙ;Китай;Посуда для чая;На 6 персон;0.25л;Подарочная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/14430.jpg;;4607947160291;2.25;Злата;
R2S0176_SHAN-AL;54029;Набор из 4-х кружек для эспрессо Шангри-Ла;677;1219;Фарфор;На складе;5;Easy Life (R2S);КИТАЙ;Италия;Посуда для кофе;На 4 персоны;0.08л;Подарочная упаковка;http://www.annalafarg.ru/files/catalog/tovs/main_normal/12154.jpg;Распродажа;8002369521860;0.35;Мировая коллекция;
