Название товара;Артикул;Идентификатор товара в магазине;Остаток;Цена продажи;Старая цена;Закупочная цена
Чаша декоративная 34 см., h=24 см.;316-983;78213102;1;8124;10155;6449
Чаша декоративная 35 см., h=15 см.;316-1053;78213219;;2534;;2012
Чаша декоративная 35 см., h=16 см.;316-1071;78213178;;6898;8622;5475
Чаша декоративная 35 см., h=16 см.;316-1130;78213222;;3320;;2635
Чаша декоративная 35 см., h=20 см.;316-871;78213093;;12184;;9670
Чаша декоративная 35 см., h=23 см.;316-964;78213117;8;6620;8275;6318
Чаша декоративная 35 см., h=23 см.;316-876;78213144;3;7953;;6313
Чаша декоративная 35 см., h=29 см.;316-980;78213145;;12016;;9537
Чаша декоративная 35 см., h=29 см.;316-989;78213148;;7588;;7242
Чаша декоративная 36 см., h=15 см.;316-1062;78213220;;5017;;3983
Чаша декоративная 36 см., h=16 см.;316-1044;78213215;;5017;;3983
Чаша декоративная 36 см., h=16 см.;316-1103;78213166;;4298;;3412
Чаша декоративная 36 см., h=16 см.;316-1080;78213232;;4696;5870;3728
Чаша декоративная 40 см., h=18 см.;316-1129;78213192;;3751;;2978
Чаша декоративная 40 см., h=20 см.;316-1035;78213263;;4932;;3915
Чаша декоративная 40 см., h=24 см.;316-986;78213121;;7888;9860;6261
Чаша декоративная 41 см., h=19 см.;316-1052;78213186;;2932;;2328
Чаша декоративная 41 см., h=19 см.;316-1061;78213185;;2932;;2328
Чаша декоративная 41x33 см., h=29 см.;316-864;78213160;;17432;;14527
Чаша декоративная 42 см., h=17 см.;316-1079;78213099;4;5829;7286;4627
Чаша декоративная 42 см., h=18 см.;316-1070;78213107;;7122;8902;6797
Чаша декоративная с крышкой, h=33 см.;316-1064;78213236;11;3258;4072;2586
Чаша декоративная с крышкой, h=33 см.;316-1055;78213252;11;3258;4072;2586
Чаша декоративная с крышкой, h=33 см.;316-1046;78213235;17;4055;;3219
Чаша декоративная с крышкой, h=35 см.;316-1082;78213149;3;5447;6808;4324
Чаша декоративная с крышкой, h=36 см.;316-1128;78213203;3;2514;;1916
Чаша декоративная с крышкой, h=55 см.;316-1219;78213227;;3007;3758;2387
"Ваза ""Amber"", h=28 см.";316-995;78211620;;8685;10856;6894
"Ваза ""April"", серебряная, h=37 см.";316-1120;78211526;;2949;;2341
"Ваза ""April"", серебряная, h=50 см.";316-1121;78211669;;5241;6551;4160
"Ваза с крышкой ""April"", h=36 см.";316-1125;78211649;;3258;;2586
"Ваза с крышкой ""April"", h=36 см.";316-1119;78211650;2;2339;2923;1783
"Чаша декоративная ""April"", 40 см., h=21 см.";316-1117;78213097;;8739;;6936
"Чаша декоративная ""April"", золотая 35 см., h=18 см.";316-1116;78213237;;6442;;5114
"Фруктовница 2-х ярусная ""Arlette"", h=37 см., 31x19 см.";316-963;78212594;;8906;11132;7069
"Фруктовница 2-х ярусная ""Arlette"", h=37 см., 31x19 см.";316-960;78212874;;8906;;7069
"Фруктовница 2-х ярусная ""Arlette"", h=37 см., 31x19 см.";316-962;78212592;;8906;;7069
"Фруктовница 2-х ярусная ""Arlette"", h=37 см., 31x19 см.";316-961;78212865;;7554;;7210
"Ваза ""Boris"", h=70 см.";316-1138;78211609;;3215;;2552
"Ваза с крышкой ""Burano"", h=45 см.";316-1013;78211547;;4355;;3457
"Ваза ""Claudia"", 22 см., h=70 см.";316-1231;78211530;10;2575;;2458
"Ваза ""Esmeralda"", h=50 см.";316-1250;78211639;8;3644;4555;2893
"Ваза ""Ice"", h=40 см.";316-1166;78211626;;3364;;2670
"Ваза ""Ice"", h=50 см.";316-1164;78211607;;3097;;2459
"Ваза ""Ice"", h=50 см.";316-1167;78211545;;3094;;2456
"Фруктовница ""Kelly"", h=28 см., 38 см.";316-957;78212587;;6524;;5179
"Фруктовница 2-х секционная ""Kelly"", 40x22 см.";316-954;78212806;;10228;12785;8118
"Чаша декоративная с крышкой ""Lulu"", 38x19 см., h=20 см.";316-974;78213105;11;14638;;11618
"Чаша декоративная с крышкой ""Manuel"", h=55 см.";316-1217;78213259;5;2081;2601;1586
"Ваза ""Martini"", h=69 см.";316-1225;78211630;;3511;4388;2787
"Ваза ""Milo"", h=42 см.";316-1186;78211536;;2546;;2021
"Ваза ""Milo"", h=50 см.";316-1187;78211567;;2348;;1790
"Ваза ""Neo"", h=80 см.";316-1173;78211619;;8811;11013;6994
"Ваза ""Oregon"", 19 см., h=70 см.";316-1233;78211539;13;2572;;2042
"Ваза ""Oregon"", 19 см., h=70 см.";316-1235;78211541;;2604;3255;2067
"Ваза декоративная ""Ortensia"", 19 см., h=22 см.";316-988;78211575;;4905;;3894
"Ваза с крышкой ""Ortensia"", h=30 см.";316-958;78211670;;5730;7162;4549
"Фруктовница с крышкой ""Ortensia"", h=28 см., 18 см.";316-1134;78212781;;5340;6675;4239
"Ваза ""Sharon"", h=44 см.";316-1041;78211653;;6709;;5325
"Чаша декоративная ""Sharon"", h=12 см., 22 см.";316-1045;78213251;;3713;;2948
"Чаша декоративная ""Sharon"", h=19 см., 42 см.";316-1043;78213190;;5730;;4549
"Чаша декоративная с крышкой ""Vintage"", h=61 см.";316-1158;78213193;;3594;;2853
"Чаша декоративная с крышкой ""Vivian"", h=60 см.";316-1222;78213262;;3323;4153;2638
"Ваза ""Иллюзия"", h=32 см.";316-927;78211568;;2728;;2166
"Ваза с крышкой ""Иллюзия"", h=30 см.";316-943;78211564;5;1759;;1341
"Чаша декоративная ""Иллюзия"", 42 см., h=10 см.";316-944;78213210;1;1885;;1437
"Чаша декоративная ""Иллюзия"", 42 см., h=10 см.";316-950;78213248;13;2422;;2312
"Чаша декоративная ""Иллюзия"", 42 см., h=9 см.";316-938;78213211;;1424;1780;1086
"Чаша декоративная ""Иллюзия"", 42 см., h=9 см.";316-932;78213247;5;2422;3027;2312
"Ваза ""Модерн"", белая, h=30 см.";316-895;78211537;;1907;;1454
"Ваза ""Радуга"", h=32 см.";316-883;78211562;;2314;2892;2209
"Чаша декоративная с крышкой ""Радуга"", 22 см., h=27 см.";316-890;78213208;;2843;;2257
Зеркало 75x100x3 см.;322-246;78211704;;42799;53498;37217
Подсвечник 1-рожковый h=36 см.;322-255;99202506;1;12555;;9965
Подсвечник 3-рожковый h=50 см.;322-251;99202507;;15293;19116;12138
Часы настольные 26x12x42 циферблат=8 см.;322-242;78213078;;17545;;14621
Часы настольные 42x22x15 см., циферблат=8 см.;322-250;78213058;1;11466;;9100
Часы настольные 50x16x13 см., циферблат=8 см.;322-256;78213075;2;12593;;9995
Часы настольные 56x18x20 см., циферблат=8 см.;322-261;78213089;;18510;;15425
Чаша декоративная 28 см., h=36 см.;322-217;78213133;;14144;;13500
Чаша декоративная 34 см., h=28 см.;322-257;78213241;2;12370;15462;11805
Чаша декоративная 38x20x36 см.;322-248;78213234;;18849;;15708
Ваза высота 26 см.;316-1400;87772143;21;1413;;1077
Ваза высота 30 см.;316-1398;87772146;21;2076;2595;1583
Ваза высота 30 см.;316-1385;87772145;7;2065;2581;1574
Ваза высота 30 см.;316-1411;87772147;;1659;;1583
Ваза высота 30 см.;316-1402;87772144;21;2076;2595;1583
Ваза высота 37 см.;316-1414;87772148;;1970;;1881
Ваза высота 37 см.;316-1399;87772149;;2468;3085;1881
Ваза, 24 см, h=40 см;316-1223;87772150;;1630;;1243
Ваза, h=20 см;316-1372;87772151;21;2136;2670;1628
Ваза, h=26 см;316-1413;87772153;3;1420;;1128
Ваза, h=26 см;316-1386;87772155;;1476;1845;1125
Ваза, h=26 см;316-1391;87772154;21;1417;;1125
Ваза, h=26 см;316-1378;87772152;15;1482;;1130
Ваза, h=26 см;316-1376;87772156;21;1389;;1103
Ваза, h=26 см.;316-1401;87772157;21;1444;;1101
Ваза, h=30 см;316-1371;87772160;;2133;;1626
Ваза, h=30 см;316-1387;87772164;1;1702;2127;1624
Ваза, h=30 см;316-1392;87772161;;2131;;1624
Ваза, h=30 см;316-1379;87772163;2;1702;2127;1624
Ваза, h=30 см;316-1395;87772158;21;1702;2127;1624
Ваза, h=30 см;316-1407;87772162;21;1667;;1592
Ваза, h=30 см;316-1375;87772159;21;1667;;1592
Ваза, h=30 см;316-1408;87772165;;2133;2666;1626
Ваза, h=30 см.;316-1416;87772166;;2080;;1585
Ваза, h=37 см;316-1370;87772169;;2532;;1930
Ваза, h=37 см;316-1388;87772170;9;2023;2528;1931
Ваза, h=37 см;316-1390;87772168;21;2532;;1930
Ваза, h=37 см;316-1409;87772171;;2535;;1932
Ваза, h=37 см;316-1405;87772167;21;2022;;1930
Ваза, h=37 см.;316-1415;87772174;;2421;;1845
Ваза, h=37 см.;316-1396;87772172;21;2469;;1882
Ваза, h=37 см.;316-1412;87772173;;2469;;1882
Ваза, h=37 см.;316-1383;87772176;;2469;;1882
Ваза, h=37 см.;316-1380;87772175;21;2469;;1882
Ваза, h=40 см;316-1406;87772177;21;2023;;1931
Ваза, h=45 см.;316-1068;87772178;;13264;16580;10528
Ваза, h=50 см;316-1410;87772179;20;2941;;2807
Ваза, h=50 см.;316-1106;87772180;4;3434;;3278
Ваза, h=50 см.на деревянной подставке 25x28 см.;316-1000;87772181;;3914;4892;3107
Ваза, h=54 см.;316-1069;87772182;6;10054;;7980
Ваза, h=69 см;316-1191;87772183;;3160;;2509
Ваза, h=70 см.;316-1105;87772184;;5157;;4094
Декоративная чаша, 22 см., h=12 см.;316-1072;87772185;3;5296;;5054
Декоративная чаша, 22 см., h=13 см.;316-1033;87772186;7;2525;;2410
Конфетница , h=16 см., 20 см.;316-859;87772187;;5092;;4042
Набор для коньяка 7 пр.: штоф + 6 рюмок 750/250 мл.;316-856;99202508;;3934;;3123
Подсвечник 3-х рожковый 37x40x16 см.;316-1118;99202509;3;8179;;6492
Подсвечник h=43 см.;316-1057;99202510;;4924;;3909
Подсвечник h=43 см.;316-1066;99202511;;4924;;3909
Фруктовница 2-х ярусная, 31/20 см., h=36 см.;316-857;87772188;;10678;;8475
Фруктовница 2-х ярусная, 36/17 см., h=42 см.;316-1076;87772189;1;12598;15747;12024
Фруктовница, 31 см., h=26 см.;316-860;87772190;;6851;8563;5438
Фруктовница, 36 см, h=6 см;316-1382;87772191;17;2077;;1983
Фруктовница, 37 см, h=7 см;316-1404;87772192;21;2604;3255;1984
Фруктовница, 38 см, h=7 см;316-1377;87772193;;2604;;1984
Фруктовница, 40 см, h=10 см;316-1373;87772194;20;2548;;2023
Фруктовница, 40 см, h=10 см;316-1389;87772195;8;2121;;2024
Чаша декоративная 26x34 см., h=37 см.;316-866;87772196;;17265;;14388
"Ваза ""Abel"" h=37 см";316-1347;87772198;;2762;;2193
"Ваза ""Abel"" h=37 см";316-1348;87772197;;2724;3405;2163
"Ваза ""Accademia"" h=30 см , без упаковки";316-1309;87772199;21;1338;1672;1020
"Ваза ""Akira"" h=37 см";316-1350;87772200;;1571;;1198
"Ваза ""Akira"" h=37 см";316-1358;87772202;17;1602;2002;1222
"Ваза ""Akira"" h=37 см";316-1354;87772201;18;1602;2002;1222
"Ваза ""Amour"" h=36 см";316-1195;87772203;;2018;2522;1538
"Ваза ""Amour"" h=52 см";316-1197;87772204;;3290;;2612
"Ваза ""Amy"" h=49 см.";316-1151;87772205;;2355;;1795
"Ваза ""Amy"" h=70 см.";316-1150;87772206;21;3151;3938;2501
"Декоративная чаша ""April"" h=21 см, d=40 см.";316-1123;99202512;;8739;;6936
"Фруктовница 2-х ярусная ""Arlette"" , h=37 см., 31x19 см.";316-959;87772207;;8906;;7069
"Ваза ""Artemis"" h=26 см.";316-1179;87772209;;1623;2028;1237
"Ваза ""Artemis"" h=26 см.";316-1177;87772208;;1075;;788
"Ваза ""Artemis"" h=27 см.";316-1180;87772210;;1623;;1237
"Ваза ""Black stone"" 28 см., h=80 см.";316-1244;87772211;10;7545;9431;7200
"Ваза ""Black stone"" h=30 см.";316-1246;87772213;;2599;3248;1981
"Ваза ""Black stone"" h=30 см.";316-1248;87772214;;2599;;1981
"Ваза ""Black stone"" h=30 см.";316-1247;87772212;;2599;;1981
"Ваза ""Black stone"" h=70 см.";316-1245;87772215;9;9860;12325;9411
"Ваза ""Boris"" h=30 см.";316-1148;87772216;;1478;;1127
"Ваза ""Boris"" h=37 см.";316-1149;87772217;;1800;2250;1372
"Ваза ""Boris"" h=51 см.";316-1139;87772218;;2457;;1872
"Ваза ""Bridget"" h=30 см";316-1189;87772219;21;1478;1847;1127
"Ваза ""Bridget"" h=37 см";316-1190;87772220;;1916;;1460
"Ваза ""Bridget"" h=70 см";316-1193;87772221;;3171;;2517
"Ваза с крышкой ""Burano"" h=27 см";316-1011;87772222;;2436;;1856
"Ваза ""Cilinder"" h=60 см.";316-1215;87772223;;2352;;1792
"Ваза ""Claudia"" 22 см, h=70 см";316-1229;87772224;;3097;;2459
"Ваза ""Claudia"" h=40 см.";316-1296;87772225;;2469;;1882
"Блюдо ""Dolomiti"" 35x35 см, h=7.5 см , без упаковки";316-1312;87772226;5;1463;;1162
"Ваза ""Dolomiti"" h=30 см, , без упаковки";316-1311;87772227;;1638;2047;1248
"Ваза ""Esmeralda"" h=50 см.";316-1252;87772228;;3679;4598;2920
"Ваза ""Flora"" 22 см., h=70 см.";316-1227;87772229;;2504;3130;2391
"Фруктовница на ножке ""Giada"" 37.5 см, h=22 см";316-1364;87772230;;3510;;2786
"Ваза ""Honey"" h=30 см , без упаковки";316-1314;87772231;21;1338;;1020
"Декоративная чаша с крышкой ""Kaliska"" h=21 см.";316-1094;87772232;;1513;;1153
"Ваза ""Lia"" h=37 см";316-1344;87772233;1318;1729;2161;1318
"Ваза ""Marlene"" h=28 см.";316-1295;87772234;21;2039;;1554
"Ваза ""Martini"" h=50 см";316-1224;87772235;;2316;2895;1765
"Менажница 3-секционная на метал.подставке ""Naja"" 25x25 см., h=41 см.";316-1340;87772236;;16534;;13779
"Фруктовница с крышкой ""Naja"" 38 см., h=48 см.";316-1341;87772237;4;23606;;20527
"Ваза ""Oregon"" 19 см., h=70 см.";316-1234;87772238;13;2604;3255;2067
