Название товара;Артикул;Идентификатор товара в магазине;Остаток;Цена продажи;Старая цена;Закупочная цена
Чайный набор на 6 персон, 12 пр., 270 мл;760-389;84113924;21;2376;;2267
Чайный набор на 6 персон, 12 пр., 270 мл;85-1213;46766067;;3150;3937;2500
Чайный набор на 6 персон, 12 пр., 270 мл;85-1362;46766069;;3204;4005;2544
Чайный набор на 6 персон, 12 пр., 270 мл;275-842;84113963;1;1980;;1891
Чайный набор на 6 персон, 12 пр., 300 мл;84-817;84113868;21;3522;;2796
Чайный набор на 6 персон, 12 пр., 300 мл, h=7 см;756-123;84113971;1;1354;;1075
Чайный набор на 6 персон, 13 пр., 850/200 мл;724-003;46766070;;1740;;1327
Чайный набор на 6 персон, 13 пр., 850/200 мл;724-004;46766071;;1740;;1327
Чайный набор, 300 пр., 300/250 мл;54-244;46766072;;656;820;481
Чайный сервиз на 6 персон, 15 пр.;85-1361;46766073;;5903;7378;4685
Чайный сервиз на 6 персон, 15 пр.;586-235;46766075;;4914;;3900
Чайный сервиз на 6 персон, 15 пр.;85-1354;46766074;;4662;;3700
Чайный сервиз на 6 персон, 15 пр., 1000/180 мл;766-041;76990650;;4275;;3394
Чайный сервиз на 6 персон, 15 пр., 1000/200 мл;766-046;76990652;;4287;;3403
Чайный сервиз на 6 персон, 15 пр., 1000/200/250/250 мл;215-279;76990692;;8325;;7946
Чайный сервиз на 6 персон, 15 пр., 1000/200/300/250 мл;763-047;76990645;;2971;;2836
Чайный сервиз на 6 персон, 15 пр., 1000/200/300/300 мл;760-452;76990653;;2961;3701;2350
Чайный сервиз на 6 персон, 15 пр., 1000/200/300/300 мл;590-192;46766076;;5192;6490;4121
Чайный сервиз на 6 персон, 15 пр., 1000/200/300/300 мл;590-199;76990661;21;4112;;3925
Чайный сервиз на 6 персон, 15 пр., 1000/225 мл;586-242;76990686;;7232;;5740
Чайный сервиз на 6 персон, 15 пр., 1100/200 мл;275-651;46766077;;4410;;3500
Чайный сервиз на 6 персон, 15 пр., 1100/210 мл;586-339;76990680;;6042;7552;4796
Чайный сервиз на 6 персон, 15 пр., 1100/300/300/200 мл;760-573;76990674;;4701;;4487
Чайный сервиз на 6 персон, 15 пр., 1100/350/300/250 мл;760-458;76990666;21;4775;;4557
Чайный сервиз на 6 персон, 15 пр., 1100/420/270/200 мл;275-815;84114349;;3038;;2900
Чайный сервиз на 6 персон, 15 пр., 1100/420/270/200 мл;275-772;76990659;21;5512;6890;4375
Чайный сервиз на 6 персон, 15 пр., 1100/420/270/200 мл;275-816;76990648;;3654;;2900
Чайный сервиз на 6 персон, 15 пр., 1100/500/400/200 мл;586-324;76990679;21;3373;4216;3219
Чайный сервиз на 6 персон, 15 пр., 1100/500/400/200 мл;586-330;76990676;;5765;7206;4576
Чайный сервиз на 6 персон, 15 пр., 1100/500/400/200 мл;586-327;76990675;;5652;;4486
Чайный сервиз на 6 персон, 15 пр., 1200/200 мл;77-933;46766080;;3654;4567;2900
Чайный сервиз на 6 персон, 15 пр., 1200/200 мл;586-269;46766082;;5998;7497;4761
Чайный сервиз на 6 персон, 15 пр., 1200/200 мл;590-091;46766079;;5670;;4500
Чайный сервиз на 6 персон, 15 пр., 1200/200 мл;760-149;46766081;;3591;;2850
Чайный сервиз на 6 персон, 15 пр., 1200/200/350/300 мл;590-115;46766083;;5017;6271;3983
Чайный сервиз на 6 персон, 15 пр., 1200/250 мл;760-241;46766085;;5667;;4499
Чайный сервиз на 6 персон, 15 пр., 1200/250 мл;84-871;46766084;;7041;;5589
Чайный сервиз на 6 персон, 15 пр., 1200/350/320/240 мл;84-887;46766087;;6579;8223;5222
Чайный сервиз на 6 персон, 15 пр., 1200/450/250/200 мл;760-329;46766088;;4258;;3380
Чайный сервиз на 6 персон, 15 пр., 1250/250 мл;760-276;46766089;;2622;;1999
Чайный сервиз на 6 персон, 15 пр., 1250/250 мл;84-874;46766091;;4410;;3500
Чайный сервиз на 6 персон, 15 пр., 1250/250 мл;84-873;46766090;;6818;8522;5412
Чайный сервиз на 6 персон, 15 пр., 1300/200 мл;586-342;76990684;;6833;;5424
Чайный сервиз на 6 персон, 15 пр., 1300/200 мл;760-335;46766092;21;3139;;2999
Чайный сервиз на 6 персон, 15 пр., 1300/220/400/500 мл;760-456;76990672;12;3205;4006;3059
Чайный сервиз на 6 персон, 15 пр., 1350/200/350/300 мл;586-333;67911092;;6449;;5119
Чайный сервиз на 6 персон, 15 пр., 1400/250/400/500 мл;760-427;76990664;;5115;;4060
Чайный сервиз на 6 персон, 15 пр., 1400/250/400/500 мл;760-409;76990662;;5037;6296;3999
Чайный сервиз на 6 персон, 15 пр., 1500/100/300/250 мл;257-189;76990673;21;4701;;4487
Чайный сервиз на 6 персон, 15 пр., 1500/500/400/250 мл;760-437;76990651;;4277;5346;3395
Чайный сервиз на 6 персон, 15 пр., 1600/275/550/400 мл;760-392;84114382;21;4209;;4018
Чайный сервиз на 6 персон, 15 пр., 850/150 мл;766-055;76990649;;3973;;3154
Чайный сервиз на 6 персон, 15 пр., 850/200 мл;69-1789;46766093;;3751;4688;2978
Чайный сервиз на 6 персон, 15 пр., 900/150 мл;84-824;76990669;21;4397;;4196
Чайный сервиз на 6 персон, 15 пр., 900/200 мл;215-266;67911094;;8442;10552;6700
Чайный сервиз на 6 персон, 15 пр., 900/200 мл;215-265;67911093;;8442;;6700
Чайный сервиз на 6 персон, 15 пр., 900/200 мл;215-275;67911095;;8442;;6700
Чайный сервиз на 6 персон, 15 пр., 900/200 мл;215-224;67911098;;8442;;6700
Чайный сервиз на 6 персон, 15 пр., 900/200/150/250 мл;215-280;76990693;;9815;12268;7790
Чайный сервиз на 6 персон, 15 пр., 900/200/400/200 мл;54-346;76990655;;4353;;3455
Чайный сервиз на 6 персон, 15 пр., 900/250 мл;586-273;46766095;;3150;;2500
Чайный сервиз на 6 персон, 15 пр., 900/250 мл;586-272;46766094;;3150;;2500
Чайный сервиз на 6 персон, 15 пр., 950/240 мл;55-2300;46766096;21;4527;5658;4320
Чайный набор на 6 персон, 12 пр., 200 мл;760-242;46766097;;3713;;2948
"Блюдо 30х20х4 см. ""Emma""";586-259;54715906;;1003;;736
"Ваза ""Emma"", h=25 см.";586-070;54715907;;1687;2108;1286
"Конфетница ""Emma"", h=11 см. диааметр=16 см.";586-123;54715903;;942;;691
"Менажница, 31 см. ""Emma""";586-258;54715901;;1344;;985
"Набор из 2-х блюд 30.5х20.8х2.6/35.8х22.5х2.5 см. ""Emma""";586-254;54715908;;1666;2082;1270
"Набор подстановочных тарелок ""Emma"", 6 шт., 25.5 см";586-253;46766098;;3427;;2720
"Салатник ""Emma"", 15 см., h=7 см.";586-095;54715910;;697;;511
"Салатник 23 см. ""Emma""";586-255;54715902;;1078;1347;790
"Столовый сервиз на 6 персон ""Emma"", 27 пр.";586-038;46766099;;12859;;10206
"Фруктовница ""Emma"", 29 см., h=14 см.";586-243;54715904;;1581;;1205
"Фруктовница ""Emma"", 32 см.";586-256;54715909;;2614;3267;1992
"Чайный набор на 6 персон ""Emma"", 12 пр., 250 мл";586-119;46766100;;3497;;2776
"Чайный сервиз на 6 персон ""Emma"", 15 пр., 1000/200 мл";586-028;46766101;;5714;;4535
"Чайный сервиз на 6 персон ""Emma"", 15 пр., 1000/225 мл";586-118;46766102;;6394;7992;5075
"Столовый сервиз на 6 персон ""Royal Crown"", 27 пр.";586-251;46766103;;14908;;11833
"Чайный набор на 6 персон ""Royal Crown"", 12 пр., 250 мл";586-249;46766104;;3364;4205;2670
"Чайный набор на 6 персон ""Royal Crown"", 15 пр., 250 мл";586-250;46766105;;5518;;4380
"Чайный набор на 1 персону ""Venezia"", 4 пр., 300 мл";55-2819;46766106;21;1018;;809
"Кружка ""Аврора"" 400 мл";84-922;84102637;;328;410;241
"Салатник ""Аврора"", 16 см.";84-924;54715913;;407;;299
"Салфетница ""Аврора"" 14х7х4 см";84-923;84102785;;434;;319
"Столовый сервиз на 6 персон ""Аврора"", 26 пр.";84-919;67911085;21;12540;15675;11968
"Тортовница ""Аврора"", 20 см., h=11 см.";84-921;54715911;;1225;;898
"Чайный набор на 6 персон ""Аврора"", 12 пр., 250 мл";84-925;84113854;21;2239;2798;2138
"Чайный сервиз на 6 персон ""Аврора"", 15 пр., 1300/400/350/250 мл";84-917;54715912;21;4160;5200;3970
"Чайный набор на 6 персон ""Айла"", 12 пр., 200 мл";84-957;84113844;21;2384;;2275
"Бульонница ""Анхель"", 450 мл.";760-324;54715916;;519;;413
"Набор для варенья 13 пр.""Анхель"", креманка+6 розеток с ложками";760-323;54715917;;1362;;999
"Столовый сервиз на 6 персон ""Анхель"", 23 пр.";760-322;46766107;;10988;13735;8721
"Фруктовница трехъярусная ""Анхель"", 27/21/15 см.";760-327;54715915;;1255;;920
"Чайный набор на 6 персон ""Анхель"", 12 пр., 200 мл";760-320;46766108;;3169;3961;2516
"Чайный сервиз на 12 персон ""Анхель"", 40 пр., 1250/400/250/200 мл";760-325;46766109;;13956;;11077
"Чайный сервиз на 6 персон ""Анхель"", 15 пр., 1100/200/250/450 мл";760-321;46766110;21;3727;;3557
"Чайный набор на 6 персон ""Афина"", 12 пр., 200 мл";760-296;46766111;;2831;;2248
"Чайный сервиз на 6 персон ""Афина"", 15 пр., 1200/200/400/500 мл";760-297;46766112;;5100;6375;4049
"Ваза ""Букет Роз"", h=16 см.";77-916;54715928;;1849;2311;1409
"Ваза ""Букет Роз"", h=47 см.";77-917;54715922;;3087;;2450
"Заварочный чайник ""Букет Роз"", на ножке с золотыми ручками 800 мл.";215-003;54715923;21;1751;;1671
"Конфетница ""Букет Роз"", 18х30 см.";77-936;54715918;;1575;1968;1200
"Конфетница ""Букет Роз"", 25х14 см.";77-935;54715919;;1351;;990
"Салатник ""Букет Роз"", 31х17 см., h=5 см.";215-019;54715927;;1061;;778
"Фруктовница ""Букет Роз"", 23х35 см.";77-919;54715921;;3522;4402;2796
"Фруктовница ""Букет Роз"", 26х11 см.";77-921;54715925;;1362;;999
"Фруктовница ""Букет Роз"", 26х11 см.";77-923;54715920;;2027;;1545
"Чайный набор на 6 персон ""Букет Роз"", 12 пр., 250 мл";215-020;46766115;21;3617;;3452
"Столовый сервиз на 6 персон ""Версаче"" белый, 25 пр.";215-211;67911089;;17151;;14293
"Чайный набор на 6 персон ""Весна"", 12 пр., 250 мл";69-1647;84113842;21;1764;;1684
"Чайный набор на 6 персон ""Ветка"", 12 пр., 250 мл";85-447;84113841;21;2758;3447;2632
"Блюдо ""Вивьен"" 39х30 см, h=3 см";760-234;84100730;;2052;2565;1564
"Бульонница ""Вивьен"" 500 мл";760-231;84101211;;464;;340
"Столовый сервиз на 12 персон ""Вивьен"", 44 пр.";760-229;46766116;;24307;30383;21137
"Фруктовница ""Вивьен"", 26х26 см., h=18 см.";760-232;54715930;21;1738;;1659
"Фруктовница ""Вивьен"", трехъярусная, 25/20/15 см.";760-236;54715929;;1331;;1015
"Чайный набор ""Вивьен"", 2 пр., 250 мл";760-532;84113813;21;514;;409
"Чайный набор на 1 персону ""Вивьен"", 2 пр., 250 мл";760-177;46766117;21;439;;349
"Чайный набор на 2 персоны ""Вивьен"", 4 пр., 250 мл";760-178;84113840;21;1100;1375;874
"Чайный набор на 6 персон ""Вивьен"", 12 пр., 200 мл";760-179;46766118;21;2611;;2493
"Чайный сервиз на 12 персон ""Вивьен"", 40 пр., 1000/200 мл";760-228;46766119;;14664;;11639
"Чайный сервиз на 6 персон ""Вивьен"", 15 пр., 200 мл";760-180;46766120;21;4511;5638;4306
"Чайный набор на 6 персон ""Вишня"", 12 пр., 200 мл";82-721;46766121;;2175;;1658
"Заварочный чайник ""Грегори"", 1000 мл.";722-030;54715938;2;606;;445
"Кружка ""Грегори"", 500 мл.";722-014;54715934;;374;467;275
"Кувшин ""Грегори"", 2000 мл.";722-069;54715937;;1146;;840
"Набор глубоких тарелок ""Грегори"", из 6 шт 700мл .=18 см.";722-121;54715942;;1667;;1271
"Набор тарелок ""Грегори"", 22 см., 6 шт.";722-118;54715939;;639;798;469
"Набор тарелок ""Грегори"", 25 см., 6 шт.";722-117;54715931;682;912;;669
"Сахарница ""Грегори"", 350 мл., 10 см., h=12 см.";722-031;54715932;;259;;190
"Чайный набор на 6 персон ""Грегори"", 12 пр., 250 мл";722-003;54715933;;2076;2595;1583
"Чайный сервиз на 6 персон ""Грегори"", 15 пр., 1000/250 мл";722-001;54715940;;2904;;2305
"Чайный сервиз на 6 персон ""Джен Эйр"", 15 пр., 200 мл";494-217;46766125;;4148;;3293
"Блюдо ""Екатерина"" 26х15х3 см";54-398;84100691;21;404;505;321
"Блюдо ""Екатерина"" 32х18.5х5 см";54-372;84100693;21;973;;773
"Блюдо ""Екатерина"" 33х22х8 см";54-370;84100726;21;1159;;920
"Блюдо для блинов ""Екатерина"" 23.5х23.5х12 см";54-374;84100369;21;1210;;887
"Блюдо-шубница ""Екатерина"" 25х14х4 см";54-367;84103619;21;475;593;349
"Комплект из 2-х сахарниц с ложками ""Екатерина"" 10х10х12 см, 250 мл";54-403;84103023;21;478;;351
"Конфетница ""Екатерина"" 17х17х8 см";54-375;84101222;21;486;;386
"Конфетница ""Екатерина"" 19х18х12 см";54-401;84101236;21;760;;604
"Кружка ""Екатерина"" 350 мл";153-681;84101317;21;159;;117
"Кружка ""Екатерина"" 350 мл";54-435;84101309;21;276;;203
"Масленка ""Екатерина"" 17х13х8 см";54-378;84102642;21;595;;473
"Менажница ""Екатерина"" 31х31х3 см";54-421;84102727;21;759;;603
"Набор десертных тарелок ""Екатерина"" 20 см";54-364;84102740;21;1336;1670;1275
"Набор подстановочных тарелок ""Екатерина"" 26.5 см";54-454;84102743;;2282;2852;2178
"Набор розеток из 6-ти штук ""Екатерина"" 7х7х2 см";54-385;84102735;21;151;;120
"Розетка ""Екатерина"" 11х11х6.5 см";54-431;84102760;21;300;;240
"Розетка ""Екатерина"" 6.5х6.5х4 см";54-430;84102761;21;215;268;171
"Салатник ""Екатерина"" 20х20х5 см";54-377;84102773;21;441;;350
"Сахарница с ложкой ""Екатерина"" 10х10х12 см, 250 мл";54-390;84103021;;347;433;255
"Сахарница с ложкой ""Екатерина"" 10х10х16 см, 250 мл";54-393;84102798;21;404;;297
"Сахарница с ложкой ""Екатерина"" 10х10х17 см, 290 мл";54-396;84102797;179;496;;364
"Соусник ""Екатерина"" 11.5х6.5х3.5 см";54-405;84103149;21;119;148;88
"Столовый набор на 6 персон ""Екатерина"" на 6 персон";54-362;84103152;;6615;;5250
"Столовый набор на 6 персон ""Екатерина"", 24 пр.";54-360;76990611;21;9381;11726;8954
"Столовый сервиз на 6 персон ""Екатерина"", 27 пр.";586-265;46766126;21;12198;;11643
"Ступка с пестиком ""Екатерина"" 16х11х9 см";54-387;84103157;;471;;346
"Тарелка суповая глубокая ""Екатерина"" 19х19х5 см";54-423;84103167;21;442;;351
"Тортовница с крышкой ""Екатерина"" 22х22х8 см";54-417;84103275;21;938;;745
"Чайный набор ""Екатерина"", 2 пр., 200 мл";54-414;84114190;4;342;427;272
"Чайный набор ""Екатерина"", 2 пр., 200 мл";54-383;84113811;21;374;467;298
"Чайный набор ""Екатерина"", 2 пр., 220 мл";54-444;84114192;;496;620;364
"Чайный набор на 12 персон ""Екатерина"", 80 пр.";54-359;76990624;1;19627;;19668
"Чайный набор на 2 персоны ""Екатерина"", 4 пр., 200 мл";54-381;84114106;21;885;1106;703
"Чайный набор на 2 персоны ""Екатерина"", 4 пр., 220 мл";54-441;84113803;;962;;706
"Чайный набор на 6 персон ""Екатерина"", 12 пр., 200 мл";54-408;84113805;;1522;;1160
"Чайный набор на 6 персон ""Екатерина"", 12 пр., 200 мл";54-379;84114112;21;2028;;1936
"Чайный набор на 6 персон ""Екатерина"", 12 пр., 220 мл";54-438;84113802;21;2323;2903;2218
"Чайный сервиз на 6 персон ""Екатерина"", 15 пр., 850/230 мл";586-263;46766127;21;5120;;4887
"Масленка ""Завтрак У Королевы"", 19х13 см., h=9 см.";590-200;54715949;;699;873;513
"Менажница 5-ти секционная ""Завтрак У Королевы"", 30х30 см., h=11 см.";590-182;54715948;;2157;;1644
"Набор ""Завтрак У Королевы"": 2 сахарницы 300 мл. + 2 ложки на метал. подставке";590-205;54715946;21;1336;;1019
"Салатник ""Завтрак У Королевы"", 15 см., h=6 см.";590-202;54715945;;488;;358
"Салфетница ""Завтрак У Королевы"", 12х4 см., h=7 см.";590-201;54715947;21;443;;325
"Столовый сервиз на 6 персон ""Завтрак У Королевы"", 27 пр.";590-179;54715943;;15082;;11970
"Чайный набор на 2 персоны ""Завтрак У Королевы"", 4 пр., 200 мл";590-204;54715944;;1356;;1034
"Чайный набор на 6 персон ""Завтрак У Королевы"", 12 пр., 200 мл";590-181;46766128;21;3080;;2940
"Чайный сервиз на 6 персон ""Завтрак У Королевы"", 15 пр., 850/200/300/300 мл";590-180;46766129;;5594;6992;5339
"Кофейный набор на 6 персон ""Завтрак у королевы"", 12 пр., 100 мл";590-214;84103729;21;1876;;1791
"Кружка ""Завтрак у королевы"" 350 мл";590-213;84101350;21;498;;366
"Фруктовница 2-х ярусная ""Завтрак у королевы"" 19/26 см, h=23 см";590-183;84103301;21;1601;2001;1221
"Чайный набор ""Завтрак у королевы"", 2 пр., 200 мл";590-203;84114073;21;718;897;570
"Блюдо ""Зефир"" 28х18 см, h=2 см";590-206;84100355;21;574;717;456
"Блюдо ""Зефир"" 29х21 см, h=6 см";590-207;84100351;21;858;;682
"Блюдо овальное ""Зефир"" 36х23х7 см";590-226;84100249;21;1452;;1153
"Блюдо с крышкой ""Зефир"" 29х25х14 см";590-227;84100359;21;1431;1788;1366
"Менажница 2-х секционная ""Зефир"" 30х20 см, h=8 см";590-208;84102714;21;1236;;982
"Менажница 5-ти секционная ""Зефир"" 33х28 см, h=7 см";590-210;84102712;21;1271;;1214
"Фруктовница на ножке ""Зефир"" 30х20 см, h=12 см";590-211;84103303;21;1245;;989
"Чайный набор на 6 персон ""Зефир"", 12 пр., 200 мл";590-219;84114070;;3441;;2732
"Чайный набор на 6 персон ""Зефир"", 12 пр., 200 мл";494-209;46766130;;2023;;1542
"Чайный сервиз на 6 персон ""Зефир"", 15 пр., 900/250/250/200 мл";590-220;76990677;19;4807;;4589
"Бульонница ""Квинсдей"", 500 мл.";760-213;54715951;;600;750;440
"Салатник ""Квинсдей"", 17х13 см., h=4 см.";760-317;54715955;;409;;300
"Салатник ""Квинсдей"", 21 см.";760-214;54715953;;625;;459
"Салатник ""Квинсдей"", 25х24х4 см.";760-315;54715950;;1021;1276;749
"Столовый сервиз на 12 персон ""Квинсдей"", 44 пр.";760-211;46766131;;24307;;21137
"Тортовница с лопаткой ""Квинсдей"", 31 см., h=15 см.";760-307;54715954;;2486;;1895
"Фруктовница двухъярусная ""Квинсдей"", 21/25 см., h=26 см.";760-351;54715956;;1215;1518;891
"Фруктовница трехъярусная ""Квинсдей"", 25/20/15 см.";760-212;54715952;;1512;;1152
"Чайный набор на 6 персон ""Квинсдей"", 12 пр., 200 мл";760-200;46766132;;3498;;2777
"Чайный сервиз на 12 персон ""Квинсдей"", 40 пр., 1250/200 мл";760-210;46766133;;13469;16836;10690
"Чайный сервиз на 6 персон ""Квинсдей"", 15 пр., 1200/200 мл";760-201;46766134;;6526;;5180
"Блюдо ""Корейская Роза"", 27х41 см.";215-086;54715985;;2260;2825;1723
"Блюдо ""Корейская Роза"", 43х26 см., h=4 см.";215-082;54715971;21;2570;;2453
"Блюдо овальное ""Корейская Роза"", 31х24 см., h=6 см.";215-035;54715967;1396;1461;1826;1396
"Заварочный чайник ""Корейская Роза"", 300 мл.";85-1115;54715982;21;430;;342
"Конфетница на ножке ""Корейская Роза"", 19 см., h=13 см.";215-027;54715975;21;1475;;1171
"Набор салатников ""Корейская Роза"", 12 см., h=5 см., 6 шт.";215-067;54715962;;1564;1955;1192
"Подставка под горячее ""Корейская Роза"", 16 см.";69-2489;54715979;1;242;;178
"Подставка под ложку ""Корейская Роза"",, 21 см.";86-1316;54715966;;306;;225
"Салатник ""Корейская Роза"", 15 см., h=6 см.";215-093;54715965;21;745;;592
"Салатник ""Корейская Роза"", 25.5 см., h=7.5 см.";215-066;54715983;21;1354;1692;1075
"Сахарница ""Корейская Роза"", 250 мл., h=9 см.";85-1367;54715981;21;464;580;340
"Столовый сервиз на 6 персон ""Корейская Роза"", 28 пр.";215-230;46766136;;21507;;18702
"Столовый сервиз на 6 персон ""Корейская Роза"", 28 пр.";215-229;46766137;;21507;;18702
"Столовый сервиз на 6 персон ""Корейская Роза"", 28 пр.";215-182;46766135;;17016;;14180
"Фруктовница ""Корейская Роза"", 32 см., h=22 см.";215-168;54715960;;3883;;3083
"Фруктовница ""Корейская Роза"", 33х30 см., h=16 см.";215-090;54715970;;3670;4587;2914
"Фруктовница ""Корейская Роза"", 51х29 см..";215-100;54715969;21;3371;;3218
"Фруктовница большая на ножке квадрат ""Корейская Роза"", 32.5х32.5х18 см.";215-072;54715972;21;5154;;4091
"Фруктовница на ножке ""Корейская Роза"", 33.5х32.5 см., h=13.5 см.";215-043;54715963;;2362;2952;1800
"Фруктовница на ножке ""Корейская Роза"", 35.5х25 см., h=14 см.";215-041;54715978;;2926;3657;2323
"Фруктовница на ножке ""Корейская Роза"", 35х21 см., h=13 см.";215-024;54715958;21;2012;;1921
"Фруктовница на ножке ""Корейская Роза"", 37 см";215-102;54715976;;4410;;3500
"Фруктовница фигурная на ножке ""Корейская Роза"", 30 см., h=15 см.";215-029;54715961;;2617;3271;1995
"Фруктовница фигурная на ножке ""Корейская Роза"", 36х20х16 см.";215-039;54715957;;2569;;1958
"Фруктовница-ладья ""Корейская Роза"", 37х15 см., h=12 см. .";215-057;54715984;2376;2993;;2376
"Чайник ""Корейская Роза"", 200 мл.";86-1315;54715959;21;384;;305
"Чайный набор на 6 персон ""Корейская Роза"", 12 пр., 250 мл";215-097;46766138;21;3496;4370;3337
"Чайный набор на 6 персон ""Корейская Роза"", 12 пр., 250 мл";85-875;46766139;21;3061;;2922
"Чайный набор на 6 персон ""Корейская Роза"", 15 пр., 775/330/250/250 мл";215-106;46766140;;7556;9445;5998
"Чайный сервиз на 6 персон ""Корейская Роза"", 15 пр., 1000/250/250/350 мл";215-001;54715974;21;6433;;6139
"Чайный сервиз на 6 персон ""Корейская Роза"", 15 пр., 750/250 мл";85-881;46766141;21;4819;;4600
"Чайный сервиз на 6 персон ""Корейская Роза"", 15 пр., 775 мл";215-023;46766142;21;7145;8931;6819
"Заварочный чайник ""Корейская роза"" 750 мл";85-1366;84103609;21;1282;1602;1018
"Кувшин ""Корейская роза"" h=22 см, 1000 мл";797-036;84102639;21;865;;634
"Кувшин ""Корейская роза"" h=28 см, 1800 мл";797-030;84102638;15;1152;;845
"Менажница 3х секционная ""Корейская роза"" 26х26 см, h=17 см";797-034;84102718;21;747;933;548
"Молочник ""Корейская роза"" h=9 см, 250 мл";85-1368;84102730;21;392;;288
"Набор тарелок из 6 шт. ""Корейская роза"" 20.5 см";797-032;84102751;21;1315;;1255
"Розетка с ложкой ""Корейская роза"" 8 см, h=4 см";69-2495;84102762;;141;176;104
"Салфетница ""Корейская роза"" 14 см, h=6.5 см";86-1314;84102787;21;300;;220
"Сахарница ""Корейская роза"" 12х12х13.5 см, 470 мл";54-456;84102793;21;703;;516
"Сахарница ""Корейская роза"" 200 мл";797-025;84102792;21;265;;195
"Сахарница с крышкой ""Корейская роза"" 300 мл";215-022;84102790;21;1162;1452;852
"Солонка с ложкой ""Корейская роза"" 11х7х3 см";69-2492;84103148;21;191;;140
"Ступка с пестиком ""Корейская роза"" 16х11х9 см";54-342;84103159;21;134;;99
"Чайник ""Корейская роза"" 1000 мл";797-029;84103614;21;777;;617
"Чайник ""Корейская роза"" 800 мл";797-027;84103617;21;709;;520
"Чайник ""Корейская роза"" 800 мл";797-035;84103611;21;627;783;499
"Чайник ""Корейская роза"" 800 мл";215-021;84103616;21;1421;;1357
"Блюдо ""Лаура"" 29х29 см, h=6 см";84-685;84101101;21;1857;;1772
"Блюдо ""Лаура"" 36 см, h=4 см";84-620;84101105;21;1767;2208;1686
"Заварочный чайник ""Лаура"", 1200 мл.";84-810;54715989;;1459;;1159
"Конфетница ""Лаура"" 13х9 см, h=14 см";84-809;84101263;21;656;;521
"Конфетница ""Лаура"", 22х15 см., h=5 см.";84-689;54715997;21;1009;1261;740
"Кружка ""Лаура"" 300 мл";84-814;84102618;21;477;;350
"Менажница 5-тисекционная ""Лаура"" 33х29 см, h=6 см";84-918;84102721;21;1572;;1500
"Набор тарелок из 6 шт. ""Лаура"" 19 см";84-636;84102756;21;2556;3195;1948
"Подставка для яиц ""Лаура"", 12 см., h=6 см.";84-740;54715998;;378;;277
"Сахарница ""Лаура"" 18.5х12 см, h=11 см";84-811;84103065;21;816;;599
"Тортовница ""Лаура"", 24.5 см., h=13 см.под. упак.";84-618;54715994;21;1584;;1513
"Тортовница ""Лаура"", 25 см., h=12 см.";84-780;54715991;21;2085;;1990
"Фруктовница ""Лаура"", 29 см., h=16 см";84-707;54715987;21;2084;;1989
"Фруктовница ""Лаура"", 33х22 см..";84-690;54715988;;1667;2083;1271
"Фруктовница ""Лаура"", h= 17 см, 23 см.";84-691;54715999;21;2042;2552;1556
"Фруктовница ""Лаура"", h=17, 35х29 см.";84-688;54715992;21;2707;;2585
"Фруктовница 2-х ярусная ""Лаура"", 30/24 см.";84-622;54715995;;2272;;2168
"Фруктовница на ножке ""Лаура"", 25х17х9 см.";84-617;54715990;21;1386;1732;1056
"Чайный набор на 6 персон ""Лаура"", 12 пр., 250 мл";84-670;46766144;21;3094;;2953
"Чайный набор на 6 персон ""Лаура"", 15 пр., 1500/250 мл";84-646;46766145;21;5609;;5349
"Чайный набор на 6 персон ""Летний микс"", 12 пр., 200 мл";54-352;84114048;21;2346;;2239
"Столовый сервиз на 6 персон ""Лошадь"", 23 пр.";760-048;46766146;;11450;14312;9088
"Чайный набор на 1 персону ""Лошадь"", 2 пр., 240 мл";760-041;46766147;21;609;;484
"Чайный набор на 2 персоны ""Лошадь"", 4 пр., 240 мл";760-042;46766148;1;995;;790
"Чайный набор на 6 персон ""Лошадь"", 12 пр., 240 мл";760-043;46766149;21;2341;2926;2235
"Чайный сервиз на 6 персон ""Лошадь"", 15 пр., 1450/240 мл";760-044;46766150;;4795;;3806
"Столовый набор на 6 персон ""Мадемуазель кики"", 24 пр.";54-466;84103800;21;7507;;7164
"Чайный набор на 6 персон ""Мадемуазель кики"", 12 пр., 200 мл";54-380;84114032;21;2028;2535;1936
"Чайный набор на 6 персон ""Мадемуазель кики"", 12 пр., 220 мл";54-439;84114033;21;2323;;2218
"Столовый сервиз на 6 персон ""Майский"", 27 пр.";586-268;46766151;;13182;;10463
"Чайный набор на 6 персон ""Майский"", 12 пр., 220 мл";586-267;46766153;;2826;;2698
"Чайный сервиз на 6 персон ""Майский"", 15 пр., 1000/220 мл";586-266;46766154;;5578;;4428
"Столовый сервиз на 6 персон ""Манон"", 25 пр.";494-220;46766155;;9747;12183;7736
"Салатник ""Мейланд"", 16 см., h=6 см.";760-384;54716002;;448;560;329
"Столовый сервиз на 6 персон ""Мейланд"", 23 пр.";760-385;54716001;21;10215;;9749
"Чайный набор на 6 персон ""Мейланд"", 12 пр., 250 мл";760-386;54716000;21;2701;;2578
"Чайный сервиз на 6 персон ""Мейланд"", 15 пр., 1300/200/250/300 мл";760-387;76990660;21;4613;;4403
"Чайный набор на 1 персону ""Мелани"", 2 пр., 200 мл";494-208;46766156;;506;;371
"Чайный набор на 6 персон ""Мелани"", 12 пр., 200 мл";494-207;46766157;;2144;;1634
"Чайный набор на 1 персону ""Новый Год"", 2 пр., 250 мл";86-2105;46766158;;477;596;350
